GEOID10,FID,BDNAME,BDNUM,TEXT_NBR,GEO_ID,NAME_x,P003001,P003002,P003003,P003004,P003005,P003006,P003007,P003008,P005001,P005002,P005003,P005004,P005005,P005006,P005007,P005008,P005009,P005010,P005011,P005012,P005013,P005014,P005015,P005016,P005017
270531062002007,40,Seward,60,60,1000000US270531062002007,"Block 2007, Block Group 2, Census Tract 1062, Hennepin County, Minnesota",130,85,26,9,3,1,0,6,130,127,82,26,9,3,1,0,6,3,3,0,0,0,0,0,0
270531088004009,41,Longfellow,61,61,1000000US270531088004009,"Block 4009, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",107,51,10,4,3,2,28,9,107,36,26,1,4,1,2,0,2,71,25,9,0,2,0,28,7
270531089003002,41,Longfellow,61,61,1000000US270531089003002,"Block 3002, Block Group 3, Census Tract 1089, Hennepin County, Minnesota",44,40,0,0,3,0,0,1,44,44,40,0,0,3,0,0,1,0,0,0,0,0,0,0,0
270531089003000,41,Longfellow,61,61,1000000US270531089003000,"Block 3000, Block Group 3, Census Tract 1089, Hennepin County, Minnesota",39,32,2,0,1,0,0,4,39,39,32,2,0,1,0,0,4,0,0,0,0,0,0,0,0
270531088004013,41,Longfellow,61,61,1000000US270531088004013,"Block 4013, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531089003005,41,Longfellow,61,61,1000000US270531089003005,"Block 3005, Block Group 3, Census Tract 1089, Hennepin County, Minnesota",69,56,5,2,1,0,4,1,69,65,56,5,2,1,0,0,1,4,0,0,0,0,0,4,0
270531089003001,41,Longfellow,61,61,1000000US270531089003001,"Block 3001, Block Group 3, Census Tract 1089, Hennepin County, Minnesota",38,25,3,7,1,0,1,1,38,38,25,3,7,1,0,1,1,0,0,0,0,0,0,0,0
270531089003006,41,Longfellow,61,61,1000000US270531089003006,"Block 3006, Block Group 3, Census Tract 1089, Hennepin County, Minnesota",72,53,7,0,0,0,2,10,72,64,50,7,0,0,0,0,7,8,3,0,0,0,0,2,3
270531074002003,41,Longfellow,61,61,1000000US270531074002003,"Block 2003, Block Group 2, Census Tract 1074, Hennepin County, Minnesota",51,39,3,0,2,0,0,7,51,51,39,3,0,2,0,0,7,0,0,0,0,0,0,0,0
270531074002005,41,Longfellow,61,61,1000000US270531074002005,"Block 2005, Block Group 2, Census Tract 1074, Hennepin County, Minnesota",75,67,1,3,1,0,0,3,75,75,67,1,3,1,0,0,3,0,0,0,0,0,0,0,0
270531089003015,41,Longfellow,61,61,1000000US270531089003015,"Block 3015, Block Group 3, Census Tract 1089, Hennepin County, Minnesota",61,51,1,3,0,0,0,6,61,60,51,1,3,0,0,0,5,1,0,0,0,0,0,0,1
270531075002012,41,Longfellow,61,61,1000000US270531075002012,"Block 2012, Block Group 2, Census Tract 1075, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531074001003,41,Longfellow,61,61,1000000US270531074001003,"Block 1003, Block Group 1, Census Tract 1074, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531075002025,41,Longfellow,61,61,1000000US270531075002025,"Block 2025, Block Group 2, Census Tract 1075, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531074001005,41,Longfellow,61,61,1000000US270531074001005,"Block 1005, Block Group 1, Census Tract 1074, Hennepin County, Minnesota",123,15,95,2,8,0,0,3,123,120,14,95,2,8,0,0,1,3,1,0,0,0,0,0,2
270531076002011,41,Longfellow,61,61,1000000US270531076002011,"Block 2011, Block Group 2, Census Tract 1076, Hennepin County, Minnesota",6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531088004014,41,Longfellow,61,61,1000000US270531088004014,"Block 4014, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",15,9,4,1,0,0,0,1,15,15,9,4,1,0,0,0,1,0,0,0,0,0,0,0,0
270531074001008,41,Longfellow,61,61,1000000US270531074001008,"Block 1008, Block Group 1, Census Tract 1074, Hennepin County, Minnesota",103,53,0,30,2,0,5,13,103,90,48,0,30,2,0,0,10,13,5,0,0,0,0,5,3
270531074001000,41,Longfellow,61,61,1000000US270531074001000,"Block 1000, Block Group 1, Census Tract 1074, Hennepin County, Minnesota",14,9,3,1,1,0,0,0,14,14,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0
270531074001001,41,Longfellow,61,61,1000000US270531074001001,"Block 1001, Block Group 1, Census Tract 1074, Hennepin County, Minnesota",39,38,0,1,0,0,0,0,39,39,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0
270531074001009,41,Longfellow,61,61,1000000US270531074001009,"Block 1009, Block Group 1, Census Tract 1074, Hennepin County, Minnesota",78,50,12,5,0,0,5,6,78,71,49,12,5,0,0,0,5,7,1,0,0,0,0,5,1
270531088004015,41,Longfellow,61,61,1000000US270531088004015,"Block 4015, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",190,59,69,14,1,0,21,26,190,155,59,69,12,1,0,0,14,35,0,0,2,0,0,21,12
270531074002013,41,Longfellow,61,61,1000000US270531074002013,"Block 2013, Block Group 2, Census Tract 1074, Hennepin County, Minnesota",87,37,19,8,1,0,8,14,87,65,34,19,6,1,0,0,5,22,3,0,2,0,0,8,9
270531088004021,41,Longfellow,61,61,1000000US270531088004021,"Block 4021, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",64,52,8,0,0,0,3,1,64,63,52,8,0,0,0,2,1,1,0,0,0,0,0,1,0
270531088004002,41,Longfellow,61,61,1000000US270531088004002,"Block 4002, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",330,197,84,13,5,0,19,12,330,292,181,83,12,5,0,1,10,38,16,1,1,0,0,18,2
270531074001011,41,Longfellow,61,61,1000000US270531074001011,"Block 1011, Block Group 1, Census Tract 1074, Hennepin County, Minnesota",66,39,5,8,0,0,6,8,66,49,37,4,3,0,0,0,5,17,2,1,5,0,0,6,3
270531074002014,41,Longfellow,61,61,1000000US270531074002014,"Block 2014, Block Group 2, Census Tract 1074, Hennepin County, Minnesota",52,25,6,5,0,0,11,5,52,38,25,6,5,0,0,0,2,14,0,0,0,0,0,11,3
270531074001010,41,Longfellow,61,61,1000000US270531074001010,"Block 1010, Block Group 1, Census Tract 1074, Hennepin County, Minnesota",103,51,21,0,0,0,28,3,103,65,46,16,0,0,0,0,3,38,5,5,0,0,0,28,0
270531088004019,41,Longfellow,61,61,1000000US270531088004019,"Block 4019, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531088003002,41,Longfellow,61,61,1000000US270531088003002,"Block 3002, Block Group 3, Census Tract 1088, Hennepin County, Minnesota",40,33,1,1,0,0,0,5,40,37,31,1,1,0,0,0,4,3,2,0,0,0,0,0,1
270531088003010,41,Longfellow,61,61,1000000US270531088003010,"Block 3010, Block Group 3, Census Tract 1088, Hennepin County, Minnesota",58,48,0,0,0,0,3,7,58,48,46,0,0,0,0,0,2,10,2,0,0,0,0,3,5
270531074001015,41,Longfellow,61,61,1000000US270531074001015,"Block 1015, Block Group 1, Census Tract 1074, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531074001014,41,Longfellow,61,61,1000000US270531074001014,"Block 1014, Block Group 1, Census Tract 1074, Hennepin County, Minnesota",17,15,1,0,0,0,0,1,17,16,14,1,0,0,0,0,1,1,1,0,0,0,0,0,0
270531088004016,41,Longfellow,61,61,1000000US270531088004016,"Block 4016, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",75,48,21,0,0,0,0,6,75,74,48,21,0,0,0,0,5,1,0,0,0,0,0,0,1
270531074002001,41,Longfellow,61,61,1000000US270531074002001,"Block 2001, Block Group 2, Census Tract 1074, Hennepin County, Minnesota",67,43,17,3,2,0,0,2,67,67,43,17,3,2,0,0,2,0,0,0,0,0,0,0,0
270531074002009,41,Longfellow,61,61,1000000US270531074002009,"Block 2009, Block Group 2, Census Tract 1074, Hennepin County, Minnesota",65,41,5,4,0,0,13,2,65,46,39,5,1,0,0,0,1,19,2,0,3,0,0,13,1
270531088003000,41,Longfellow,61,61,1000000US270531088003000,"Block 3000, Block Group 3, Census Tract 1088, Hennepin County, Minnesota",41,29,6,6,0,0,0,0,41,36,29,6,1,0,0,0,0,5,0,0,5,0,0,0,0
270531088003004,41,Longfellow,61,61,1000000US270531088003004,"Block 3004, Block Group 3, Census Tract 1088, Hennepin County, Minnesota",63,54,2,0,1,0,0,6,63,63,54,2,0,1,0,0,6,0,0,0,0,0,0,0,0
270531088003008,41,Longfellow,61,61,1000000US270531088003008,"Block 3008, Block Group 3, Census Tract 1088, Hennepin County, Minnesota",73,60,5,1,1,0,3,3,73,69,60,5,0,1,0,0,3,4,0,0,1,0,0,3,0
270531088003006,41,Longfellow,61,61,1000000US270531088003006,"Block 3006, Block Group 3, Census Tract 1088, Hennepin County, Minnesota",57,54,1,0,0,1,0,1,57,57,54,1,0,0,1,0,1,0,0,0,0,0,0,0,0
270531074001013,41,Longfellow,61,61,1000000US270531074001013,"Block 1013, Block Group 1, Census Tract 1074, Hennepin County, Minnesota",54,28,8,5,1,0,11,1,54,38,24,7,5,1,0,0,1,16,4,1,0,0,0,11,0
270531088004010,41,Longfellow,61,61,1000000US270531088004010,"Block 4010, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",103,50,26,12,0,0,10,5,103,86,45,26,10,0,0,0,5,17,5,0,2,0,0,10,0
270531088004020,41,Longfellow,61,61,1000000US270531088004020,"Block 4020, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",75,64,0,1,0,0,5,5,75,66,64,0,1,0,0,0,1,9,0,0,0,0,0,5,4
270531088003003,41,Longfellow,61,61,1000000US270531088003003,"Block 3003, Block Group 3, Census Tract 1088, Hennepin County, Minnesota",67,60,2,2,1,0,2,0,67,63,60,2,0,1,0,0,0,4,0,0,2,0,0,2,0
270531089003003,41,Longfellow,61,61,1000000US270531089003003,"Block 3003, Block Group 3, Census Tract 1089, Hennepin County, Minnesota",36,35,1,0,0,0,0,0,36,36,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270531088004018,41,Longfellow,61,61,1000000US270531088004018,"Block 4018, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",80,61,10,0,0,0,4,5,80,70,57,10,0,0,0,0,3,10,4,0,0,0,0,4,2
270531088003005,41,Longfellow,61,61,1000000US270531088003005,"Block 3005, Block Group 3, Census Tract 1088, Hennepin County, Minnesota",67,38,22,1,1,1,0,4,67,66,38,22,0,1,1,0,4,1,0,0,1,0,0,0,0
270531088003011,41,Longfellow,61,61,1000000US270531088003011,"Block 3011, Block Group 3, Census Tract 1088, Hennepin County, Minnesota",73,58,3,8,0,0,3,1,73,64,52,3,8,0,0,0,1,9,6,0,0,0,0,3,0
270531088004000,41,Longfellow,61,61,1000000US270531088004000,"Block 4000, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",130,56,21,11,8,0,22,12,130,85,36,21,10,8,0,0,10,45,20,0,1,0,0,22,2
270531074002010,41,Longfellow,61,61,1000000US270531074002010,"Block 2010, Block Group 2, Census Tract 1074, Hennepin County, Minnesota",65,42,12,0,0,0,11,0,65,54,42,12,0,0,0,0,0,11,0,0,0,0,0,11,0
270531088003001,41,Longfellow,61,61,1000000US270531088003001,"Block 3001, Block Group 3, Census Tract 1088, Hennepin County, Minnesota",37,25,6,1,0,0,0,5,37,36,25,5,1,0,0,0,5,1,0,1,0,0,0,0,0
270531088003009,41,Longfellow,61,61,1000000US270531088003009,"Block 3009, Block Group 3, Census Tract 1088, Hennepin County, Minnesota",67,64,0,0,0,0,0,3,67,61,59,0,0,0,0,0,2,6,5,0,0,0,0,0,1
270531089003012,41,Longfellow,61,61,1000000US270531089003012,"Block 3012, Block Group 3, Census Tract 1089, Hennepin County, Minnesota",55,43,5,3,1,0,2,1,55,52,43,5,2,1,0,0,1,3,0,0,1,0,0,2,0
270531075002010,41,Longfellow,61,61,1000000US270531075002010,"Block 2010, Block Group 2, Census Tract 1075, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531089003013,41,Longfellow,61,61,1000000US270531089003013,"Block 3013, Block Group 3, Census Tract 1089, Hennepin County, Minnesota",68,53,9,1,1,0,0,4,68,68,53,9,1,1,0,0,4,0,0,0,0,0,0,0,0
270531074002006,41,Longfellow,61,61,1000000US270531074002006,"Block 2006, Block Group 2, Census Tract 1074, Hennepin County, Minnesota",65,50,7,0,2,0,3,3,65,61,50,7,0,2,0,0,2,4,0,0,0,0,0,3,1
270531089003007,41,Longfellow,61,61,1000000US270531089003007,"Block 3007, Block Group 3, Census Tract 1089, Hennepin County, Minnesota",48,39,0,0,4,0,0,5,48,47,38,0,0,4,0,0,5,1,1,0,0,0,0,0,0
270531089003009,41,Longfellow,61,61,1000000US270531089003009,"Block 3009, Block Group 3, Census Tract 1089, Hennepin County, Minnesota",77,44,4,5,3,0,18,3,77,59,44,4,5,3,0,1,2,18,0,0,0,0,0,17,1
270531075002011,41,Longfellow,61,61,1000000US270531075002011,"Block 2011, Block Group 2, Census Tract 1075, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531074001004,41,Longfellow,61,61,1000000US270531074001004,"Block 1004, Block Group 1, Census Tract 1074, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531074001007,41,Longfellow,61,61,1000000US270531074001007,"Block 1007, Block Group 1, Census Tract 1074, Hennepin County, Minnesota",97,54,14,0,8,0,13,8,97,80,52,13,0,8,0,0,7,17,2,1,0,0,0,13,1
270531088004017,41,Longfellow,61,61,1000000US270531088004017,"Block 4017, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",72,58,6,7,0,0,1,0,72,67,54,6,7,0,0,0,0,5,4,0,0,0,0,1,0
270531074002011,41,Longfellow,61,61,1000000US270531074002011,"Block 2011, Block Group 2, Census Tract 1074, Hennepin County, Minnesota",67,42,9,5,0,0,6,5,67,58,41,9,4,0,0,0,4,9,1,0,1,0,0,6,1
270531074002002,41,Longfellow,61,61,1000000US270531074002002,"Block 2002, Block Group 2, Census Tract 1074, Hennepin County, Minnesota",58,42,4,0,1,0,3,8,58,46,40,4,0,1,0,0,1,12,2,0,0,0,0,3,7
270531089003011,41,Longfellow,61,61,1000000US270531089003011,"Block 3011, Block Group 3, Census Tract 1089, Hennepin County, Minnesota",79,55,4,0,0,0,18,2,79,51,48,2,0,0,0,0,1,28,7,2,0,0,0,18,1
270531088004007,41,Longfellow,61,61,1000000US270531088004007,"Block 4007, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",4,2,0,0,1,0,0,1,4,4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
270531074002008,41,Longfellow,61,61,1000000US270531074002008,"Block 2008, Block Group 2, Census Tract 1074, Hennepin County, Minnesota",45,36,3,0,2,0,3,1,45,38,33,2,0,2,0,0,1,7,3,1,0,0,0,3,0
270531074002004,41,Longfellow,61,61,1000000US270531074002004,"Block 2004, Block Group 2, Census Tract 1074, Hennepin County, Minnesota",55,46,7,0,2,0,0,0,55,54,45,7,0,2,0,0,0,1,1,0,0,0,0,0,0
270531074002007,41,Longfellow,61,61,1000000US270531074002007,"Block 2007, Block Group 2, Census Tract 1074, Hennepin County, Minnesota",59,31,9,1,0,0,15,3,59,42,30,9,1,0,0,0,2,17,1,0,0,0,0,15,1
270531089003014,41,Longfellow,61,61,1000000US270531089003014,"Block 3014, Block Group 3, Census Tract 1089, Hennepin County, Minnesota",72,63,2,1,2,0,0,4,72,70,61,2,1,2,0,0,4,2,2,0,0,0,0,0,0
270531089003008,41,Longfellow,61,61,1000000US270531089003008,"Block 3008, Block Group 3, Census Tract 1089, Hennepin County, Minnesota",57,51,1,0,3,0,1,1,57,53,48,1,0,3,0,0,1,4,3,0,0,0,0,1,0
270531088004008,41,Longfellow,61,61,1000000US270531088004008,"Block 4008, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531074001002,41,Longfellow,61,61,1000000US270531074001002,"Block 1002, Block Group 1, Census Tract 1074, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531074002000,41,Longfellow,61,61,1000000US270531074002000,"Block 2000, Block Group 2, Census Tract 1074, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531088004003,41,Longfellow,61,61,1000000US270531088004003,"Block 4003, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",3,1,0,0,2,0,0,0,3,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
270531088004012,41,Longfellow,61,61,1000000US270531088004012,"Block 4012, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",13,12,0,0,1,0,0,0,13,13,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0
270531074001012,41,Longfellow,61,61,1000000US270531074001012,"Block 1012, Block Group 1, Census Tract 1074, Hennepin County, Minnesota",125,57,27,12,4,0,11,14,125,93,42,27,12,4,0,0,8,32,15,0,0,0,0,11,6
270531088004011,41,Longfellow,61,61,1000000US270531088004011,"Block 4011, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",94,70,3,0,1,0,2,18,94,83,64,3,0,1,0,0,15,11,6,0,0,0,0,2,3
270531088004001,41,Longfellow,61,61,1000000US270531088004001,"Block 4001, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",58,22,15,2,0,0,14,5,58,43,22,15,2,0,0,0,4,15,0,0,0,0,0,14,1
270531074002012,41,Longfellow,61,61,1000000US270531074002012,"Block 2012, Block Group 2, Census Tract 1074, Hennepin County, Minnesota",42,39,3,0,0,0,0,0,42,41,38,3,0,0,0,0,0,1,1,0,0,0,0,0,0
270531089003004,41,Longfellow,61,61,1000000US270531089003004,"Block 3004, Block Group 3, Census Tract 1089, Hennepin County, Minnesota",66,58,3,1,2,0,2,0,66,64,58,3,1,2,0,0,0,2,0,0,0,0,0,2,0
270531088003007,41,Longfellow,61,61,1000000US270531088003007,"Block 3007, Block Group 3, Census Tract 1088, Hennepin County, Minnesota",62,56,0,3,0,0,1,2,62,57,54,0,3,0,0,0,0,5,2,0,0,0,0,1,2
270531075002013,41,Longfellow,61,61,1000000US270531075002013,"Block 2013, Block Group 2, Census Tract 1075, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531088004006,41,Longfellow,61,61,1000000US270531088004006,"Block 4006, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531088004004,41,Longfellow,61,61,1000000US270531088004004,"Block 4004, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",102,20,35,15,0,0,22,10,102,67,14,35,15,0,0,0,3,35,6,0,0,0,0,22,7
270531074001006,41,Longfellow,61,61,1000000US270531074001006,"Block 1006, Block Group 1, Census Tract 1074, Hennepin County, Minnesota",54,41,1,0,3,0,9,0,54,42,39,0,0,3,0,0,0,12,2,1,0,0,0,9,0
270531088004005,41,Longfellow,61,61,1000000US270531088004005,"Block 4005, Block Group 4, Census Tract 1088, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531089003010,41,Longfellow,61,61,1000000US270531089003010,"Block 3010, Block Group 3, Census Tract 1089, Hennepin County, Minnesota",68,61,2,0,1,0,0,4,68,67,61,2,0,1,0,0,3,1,0,0,0,0,0,0,1
270531067004004,42,Lowry Hill East,45,45,1000000US270531067004004,"Block 4004, Block Group 4, Census Tract 1067, Hennepin County, Minnesota",120,106,2,0,7,0,3,2,120,117,106,2,0,7,0,0,2,3,0,0,0,0,0,3,0
270530077002004,42,Lowry Hill East,45,45,1000000US270530077002004,"Block 2004, Block Group 2, Census Tract 77, Hennepin County, Minnesota",129,110,7,1,5,0,0,6,129,128,109,7,1,5,0,0,6,1,1,0,0,0,0,0,0
270531067001005,42,Lowry Hill East,45,45,1000000US270531067001005,"Block 1005, Block Group 1, Census Tract 1067, Hennepin County, Minnesota",148,131,3,0,4,0,1,9,148,142,126,3,0,4,0,0,9,6,5,0,0,0,0,1,0
270531067002008,42,Lowry Hill East,45,45,1000000US270531067002008,"Block 2008, Block Group 2, Census Tract 1067, Hennepin County, Minnesota",120,109,1,1,2,0,5,2,120,114,108,1,1,2,0,0,2,6,1,0,0,0,0,5,0
270531067003007,42,Lowry Hill East,45,45,1000000US270531067003007,"Block 3007, Block Group 3, Census Tract 1067, Hennepin County, Minnesota",68,53,8,1,2,0,2,2,68,65,52,8,1,2,0,0,2,3,1,0,0,0,0,2,0
270530077002009,42,Lowry Hill East,45,45,1000000US270530077002009,"Block 2009, Block Group 2, Census Tract 77, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270530077002010,42,Lowry Hill East,45,45,1000000US270530077002010,"Block 2010, Block Group 2, Census Tract 77, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270530077002023,42,Lowry Hill East,45,45,1000000US270530077002023,"Block 2023, Block Group 2, Census Tract 77, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270530077002007,42,Lowry Hill East,45,45,1000000US270530077002007,"Block 2007, Block Group 2, Census Tract 77, Hennepin County, Minnesota",85,66,7,2,3,0,6,1,85,73,61,7,1,3,0,0,1,12,5,0,1,0,0,6,0
270531067001002,42,Lowry Hill East,45,45,1000000US270531067001002,"Block 1002, Block Group 1, Census Tract 1067, Hennepin County, Minnesota",36,27,0,0,5,0,0,4,36,35,27,0,0,5,0,0,3,1,0,0,0,0,0,0,1
270531067001001,42,Lowry Hill East,45,45,1000000US270531067001001,"Block 1001, Block Group 1, Census Tract 1067, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531067001000,42,Lowry Hill East,45,45,1000000US270531067001000,"Block 1000, Block Group 1, Census Tract 1067, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531067004000,42,Lowry Hill East,45,45,1000000US270531067004000,"Block 4000, Block Group 4, Census Tract 1067, Hennepin County, Minnesota",174,145,15,0,9,0,2,3,174,167,141,13,0,9,0,1,3,7,4,2,0,0,0,1,0
270531067003010,42,Lowry Hill East,45,45,1000000US270531067003010,"Block 3010, Block Group 3, Census Tract 1067, Hennepin County, Minnesota",95,88,1,0,1,0,0,5,95,95,88,1,0,1,0,0,5,0,0,0,0,0,0,0,0
270530077002003,42,Lowry Hill East,45,45,1000000US270530077002003,"Block 2003, Block Group 2, Census Tract 77, Hennepin County, Minnesota",47,46,0,0,1,0,0,0,47,46,45,0,0,1,0,0,0,1,1,0,0,0,0,0,0
270531067003008,42,Lowry Hill East,45,45,1000000US270531067003008,"Block 3008, Block Group 3, Census Tract 1067, Hennepin County, Minnesota",79,62,7,2,4,0,0,4,79,74,59,6,2,4,0,0,3,5,3,1,0,0,0,0,1
270530077002000,42,Lowry Hill East,45,45,1000000US270530077002000,"Block 2000, Block Group 2, Census Tract 77, Hennepin County, Minnesota",16,13,2,0,1,0,0,0,16,16,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0
270530077002006,42,Lowry Hill East,45,45,1000000US270530077002006,"Block 2006, Block Group 2, Census Tract 77, Hennepin County, Minnesota",40,28,2,0,8,0,0,2,40,35,23,2,0,8,0,0,2,5,5,0,0,0,0,0,0
270531067001003,42,Lowry Hill East,45,45,1000000US270531067001003,"Block 1003, Block Group 1, Census Tract 1067, Hennepin County, Minnesota",107,99,1,0,5,0,0,2,107,105,97,1,0,5,0,0,2,2,2,0,0,0,0,0,0
270531067002010,42,Lowry Hill East,45,45,1000000US270531067002010,"Block 2010, Block Group 2, Census Tract 1067, Hennepin County, Minnesota",2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531067004002,42,Lowry Hill East,45,45,1000000US270531067004002,"Block 4002, Block Group 4, Census Tract 1067, Hennepin County, Minnesota",152,127,7,1,3,0,7,7,152,141,124,6,1,3,0,0,7,11,3,1,0,0,0,7,0
270531067004006,42,Lowry Hill East,45,45,1000000US270531067004006,"Block 4006, Block Group 4, Census Tract 1067, Hennepin County, Minnesota",165,146,8,1,6,0,0,4,165,158,144,5,0,6,0,0,3,7,2,3,1,0,0,0,1
270531067002007,42,Lowry Hill East,45,45,1000000US270531067002007,"Block 2007, Block Group 2, Census Tract 1067, Hennepin County, Minnesota",115,92,6,1,4,0,2,10,115,103,88,6,1,4,0,0,4,12,4,0,0,0,0,2,6
270531067004003,42,Lowry Hill East,45,45,1000000US270531067004003,"Block 4003, Block Group 4, Census Tract 1067, Hennepin County, Minnesota",127,119,1,0,5,0,0,2,127,124,116,1,0,5,0,0,2,3,3,0,0,0,0,0,0
270531067003002,42,Lowry Hill East,45,45,1000000US270531067003002,"Block 3002, Block Group 3, Census Tract 1067, Hennepin County, Minnesota",59,55,2,0,1,0,1,0,59,58,55,2,0,1,0,0,0,1,0,0,0,0,0,1,0
270531067003005,42,Lowry Hill East,45,45,1000000US270531067003005,"Block 3005, Block Group 3, Census Tract 1067, Hennepin County, Minnesota",188,148,23,0,7,0,0,10,188,185,146,23,0,7,0,0,9,3,2,0,0,0,0,0,1
270531067001008,42,Lowry Hill East,45,45,1000000US270531067001008,"Block 1008, Block Group 1, Census Tract 1067, Hennepin County, Minnesota",54,44,6,0,1,0,0,3,54,52,43,6,0,1,0,0,2,2,1,0,0,0,0,0,1
270531067001007,42,Lowry Hill East,45,45,1000000US270531067001007,"Block 1007, Block Group 1, Census Tract 1067, Hennepin County, Minnesota",79,77,0,0,0,0,0,2,79,77,75,0,0,0,0,0,2,2,2,0,0,0,0,0,0
270530077002002,42,Lowry Hill East,45,45,1000000US270530077002002,"Block 2002, Block Group 2, Census Tract 77, Hennepin County, Minnesota",144,127,3,0,5,0,2,7,144,139,125,3,0,5,0,0,6,5,2,0,0,0,0,2,1
270531067003009,42,Lowry Hill East,45,45,1000000US270531067003009,"Block 3009, Block Group 3, Census Tract 1067, Hennepin County, Minnesota",100,86,1,0,1,1,3,8,100,97,83,1,0,1,1,3,8,3,3,0,0,0,0,0,0
270530077002021,42,Lowry Hill East,45,45,1000000US270530077002021,"Block 2021, Block Group 2, Census Tract 77, Hennepin County, Minnesota",155,135,2,2,13,0,0,3,155,150,130,2,2,13,0,0,3,5,5,0,0,0,0,0,0
270530077002011,42,Lowry Hill East,45,45,1000000US270530077002011,"Block 2011, Block Group 2, Census Tract 77, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
