GEOID10,FID,BDNAME,BDNUM,TEXT_NBR
"270531260003016","1",Phillips West,"90","90"
"270531260003001","1",Phillips West,"90","90"
"270531260002001","1",Phillips West,"90","90"
"270531260001000","1",Phillips West,"90","90"
"270531260002006","1",Phillips West,"90","90"
"270531260003006","1",Phillips West,"90","90"
"270531260003007","1",Phillips West,"90","90"
"270531260004003","1",Phillips West,"90","90"
"270531260004000","1",Phillips West,"90","90"
"270531260003003","1",Phillips West,"90","90"
"270531260002002","1",Phillips West,"90","90"
"270531260003012","1",Phillips West,"90","90"
"270531260003004","1",Phillips West,"90","90"
"270531260002009","1",Phillips West,"90","90"
"270531260002008","1",Phillips West,"90","90"
"270531260003013","1",Phillips West,"90","90"
"270531260001002","1",Phillips West,"90","90"
"270531260004005","1",Phillips West,"90","90"
"270531260004006","1",Phillips West,"90","90"
"270531260001003","1",Phillips West,"90","90"
"270531260003010","1",Phillips West,"90","90"
"270531260002005","1",Phillips West,"90","90"
"270531260002011","1",Phillips West,"90","90"
"270531260003005","1",Phillips West,"90","90"
"270531260004004","1",Phillips West,"90","90"
"270531260003018","1",Phillips West,"90","90"
"270531260002000","1",Phillips West,"90","90"
"270531260002010","1",Phillips West,"90","90"
"270531260003024","1",Phillips West,"90","90"
"270531260004011","1",Phillips West,"90","90"
"270531260003020","1",Phillips West,"90","90"
"270531260003015","1",Phillips West,"90","90"
"270531260003023","1",Phillips West,"90","90"
"270531260003022","1",Phillips West,"90","90"
"270531260003009","1",Phillips West,"90","90"
"270531260004009","1",Phillips West,"90","90"
"270531260003002","1",Phillips West,"90","90"
"270531260003000","1",Phillips West,"90","90"
"270531260003017","1",Phillips West,"90","90"
"270531260003008","1",Phillips West,"90","90"
"270531260003011","1",Phillips West,"90","90"
"270531260002004","1",Phillips West,"90","90"
"270531260004002","1",Phillips West,"90","90"
"270531260003019","1",Phillips West,"90","90"
"270531260004008","1",Phillips West,"90","90"
"270531260002007","1",Phillips West,"90","90"
"270531260003014","1",Phillips West,"90","90"
"270531260002003","1",Phillips West,"90","90"
"270531260001001","1",Phillips West,"90","90"
"270531260004001","1",Phillips West,"90","90"
"270531260003021","1",Phillips West,"90","90"
"270531260004007","1",Phillips West,"90","90"
"270531260004010","1",Phillips West,"90","90"
"270531044001005","2",Downtown West,"87","87"
"270531261003005","2",Downtown West,"87","87"
"270531261003007","2",Downtown West,"87","87"
"270531261003044","2",Downtown West,"87","87"
"270531261003009","2",Downtown West,"87","87"
"270531261003020","2",Downtown West,"87","87"
"270531261002004","2",Downtown West,"87","87"
"270531261002006","2",Downtown West,"87","87"
"270531261002010","2",Downtown West,"87","87"
"270531261002005","2",Downtown West,"87","87"
"270531044002034","2",Downtown West,"87","87"
"270531044002024","2",Downtown West,"87","87"
"270531044002022","2",Downtown West,"87","87"
"270531044002032","2",Downtown West,"87","87"
"270531261003038","2",Downtown West,"87","87"
"270531044001011","2",Downtown West,"87","87"
"270531044001001","2",Downtown West,"87","87"
"270531261003011","2",Downtown West,"87","87"
"270531261003003","2",Downtown West,"87","87"
"270531044001004","2",Downtown West,"87","87"
"270531044001006","2",Downtown West,"87","87"
"270531261003012","2",Downtown West,"87","87"
"270531261003016","2",Downtown West,"87","87"
"270531261002001","2",Downtown West,"87","87"
"270531261002007","2",Downtown West,"87","87"
"270531261003014","2",Downtown West,"87","87"
"270531261003006","2",Downtown West,"87","87"
"270531261003001","2",Downtown West,"87","87"
"270531261003015","2",Downtown West,"87","87"
"270531261002002","2",Downtown West,"87","87"
"270531261003029","2",Downtown West,"87","87"
"270531261003019","2",Downtown West,"87","87"
"270531261003031","2",Downtown West,"87","87"
"270531261003035","2",Downtown West,"87","87"
"270531261002008","2",Downtown West,"87","87"
"270531044001010","2",Downtown West,"87","87"
"270531044001009","2",Downtown West,"87","87"
"270531044002013","2",Downtown West,"87","87"
"270531261004002","2",Downtown West,"87","87"
"270531261002000","2",Downtown West,"87","87"
"270531261003023","2",Downtown West,"87","87"
"270531044001016","2",Downtown West,"87","87"
"270531044002015","2",Downtown West,"87","87"
"270531261003017","2",Downtown West,"87","87"
"270531261003032","2",Downtown West,"87","87"
"270531261003042","2",Downtown West,"87","87"
"270531261004000","2",Downtown West,"87","87"
"270531261003024","2",Downtown West,"87","87"
"270531044001014","2",Downtown West,"87","87"
"270531044001008","2",Downtown West,"87","87"
"270531044002012","2",Downtown West,"87","87"
"270531044002006","2",Downtown West,"87","87"
"270531044002010","2",Downtown West,"87","87"
"270531261003022","2",Downtown West,"87","87"
"270531261003028","2",Downtown West,"87","87"
"270531044001015","2",Downtown West,"87","87"
"270531044002005","2",Downtown West,"87","87"
"270531261003050","2",Downtown West,"87","87"
"270531044002018","2",Downtown West,"87","87"
"270531044002027","2",Downtown West,"87","87"
"270531044002016","2",Downtown West,"87","87"
"270531261003051","2",Downtown West,"87","87"
"270531044002019","2",Downtown West,"87","87"
"270531261003040","2",Downtown West,"87","87"
"270531044002026","2",Downtown West,"87","87"
"270531044002033","2",Downtown West,"87","87"
"270531044002020","2",Downtown West,"87","87"
"270531044002009","2",Downtown West,"87","87"
"270531044002023","2",Downtown West,"87","87"
"270531261003043","2",Downtown West,"87","87"
"270531044002008","2",Downtown West,"87","87"
"270531044002031","2",Downtown West,"87","87"
"270531044002017","2",Downtown West,"87","87"
"270531261003049","2",Downtown West,"87","87"
"270531261003048","2",Downtown West,"87","87"
"270531261003026","2",Downtown West,"87","87"
"270531044002030","2",Downtown West,"87","87"
"270531261003046","2",Downtown West,"87","87"
"270531044002001","2",Downtown West,"87","87"
"270531044002000","2",Downtown West,"87","87"
"270531044002029","2",Downtown West,"87","87"
"270531261003047","2",Downtown West,"87","87"
"270531044001000","2",Downtown West,"87","87"
"270531261003000","2",Downtown West,"87","87"
"270531261003002","2",Downtown West,"87","87"
"270531044002028","2",Downtown West,"87","87"
"270531261003004","2",Downtown West,"87","87"
"270531261003008","2",Downtown West,"87","87"
"270531261003033","2",Downtown West,"87","87"
"270531261003036","2",Downtown West,"87","87"
"270531261003027","2",Downtown West,"87","87"
"270531261003025","2",Downtown West,"87","87"
"270531044002014","2",Downtown West,"87","87"
"270531044002011","2",Downtown West,"87","87"
"270531044001003","2",Downtown West,"87","87"
"270531044001007","2",Downtown West,"87","87"
"270531044001013","2",Downtown West,"87","87"
"270531044002004","2",Downtown West,"87","87"
"270531044002021","2",Downtown West,"87","87"
"270531044002002","2",Downtown West,"87","87"
"270531044002025","2",Downtown West,"87","87"
"270531261003037","2",Downtown West,"87","87"
"270531261003039","2",Downtown West,"87","87"
"270531261003013","2",Downtown West,"87","87"
"270531261003045","2",Downtown West,"87","87"
"270531261003034","2",Downtown West,"87","87"
"270531261003018","2",Downtown West,"87","87"
"270531261004001","2",Downtown West,"87","87"
"270531044002007","2",Downtown West,"87","87"
"270531261003021","2",Downtown West,"87","87"
"270531261003030","2",Downtown West,"87","87"
"270531261003041","2",Downtown West,"87","87"
"270531261002003","2",Downtown West,"87","87"
"270531261002009","2",Downtown West,"87","87"
"270531044002003","2",Downtown West,"87","87"
"270531261003010","2",Downtown West,"87","87"
"270531044001012","2",Downtown West,"87","87"
"270531044001002","2",Downtown West,"87","87"
"270531261001019","3",Downtown East,"88","88"
"270531261001018","3",Downtown East,"88","88"
"270531261001002","3",Downtown East,"88","88"
"270531261001014","3",Downtown East,"88","88"
"270531054001000","3",Downtown East,"88","88"
"270531261001032","3",Downtown East,"88","88"
"270531261001034","3",Downtown East,"88","88"
"270531261001004","3",Downtown East,"88","88"
"270531261001006","3",Downtown East,"88","88"
"270531261001021","3",Downtown East,"88","88"
"270531261001017","3",Downtown East,"88","88"
"270531261001016","3",Downtown East,"88","88"
"270531261001020","3",Downtown East,"88","88"
"270531261001003","3",Downtown East,"88","88"
"270531261001033","3",Downtown East,"88","88"
"270531261001025","3",Downtown East,"88","88"
"270531261001022","3",Downtown East,"88","88"
"270531261001009","3",Downtown East,"88","88"
"270531261001008","3",Downtown East,"88","88"
"270531261001030","3",Downtown East,"88","88"
"270531261001024","3",Downtown East,"88","88"
"270531261001023","3",Downtown East,"88","88"
"270531261001015","3",Downtown East,"88","88"
"270531261001027","3",Downtown East,"88","88"
"270531261001026","3",Downtown East,"88","88"
"270531261001011","3",Downtown East,"88","88"
"270531261001029","3",Downtown East,"88","88"
"270531261001010","3",Downtown East,"88","88"
"270531261001000","3",Downtown East,"88","88"
"270531261001001","3",Downtown East,"88","88"
"270531261001013","3",Downtown East,"88","88"
"270531261001012","3",Downtown East,"88","88"
"270531261001028","3",Downtown East,"88","88"
"270531261001007","3",Downtown East,"88","88"
"270531261001031","3",Downtown East,"88","88"
"270531261001005","3",Downtown East,"88","88"
"270531060003002","4",Ventura Village,"89","89"
"270530059021001","4",Ventura Village,"89","89"
"270530059021002","4",Ventura Village,"89","89"
"270530059021012","4",Ventura Village,"89","89"
"270530059022000","4",Ventura Village,"89","89"
"270530059022007","4",Ventura Village,"89","89"
"270531060001008","4",Ventura Village,"89","89"
"270531060002002","4",Ventura Village,"89","89"
"270531060002013","4",Ventura Village,"89","89"
"270531060002012","4",Ventura Village,"89","89"
"270531060003001","4",Ventura Village,"89","89"
"270531060001004","4",Ventura Village,"89","89"
"270530059022006","4",Ventura Village,"89","89"
"270530059021014","4",Ventura Village,"89","89"
"270530059022005","4",Ventura Village,"89","89"
"270530059021004","4",Ventura Village,"89","89"
"270530059021003","4",Ventura Village,"89","89"
"270530059021005","4",Ventura Village,"89","89"
"270530059021013","4",Ventura Village,"89","89"
"270530059022001","4",Ventura Village,"89","89"
"270530059022008","4",Ventura Village,"89","89"
"270530059021006","4",Ventura Village,"89","89"
"270530059021008","4",Ventura Village,"89","89"
"270530059022004","4",Ventura Village,"89","89"
"270530059021000","4",Ventura Village,"89","89"
"270530059022009","4",Ventura Village,"89","89"
"270530059021010","4",Ventura Village,"89","89"
"270530059021009","4",Ventura Village,"89","89"
"270530059022010","4",Ventura Village,"89","89"
"270531060001003","4",Ventura Village,"89","89"
"270531060002003","4",Ventura Village,"89","89"
"270531060002005","4",Ventura Village,"89","89"
"270531060003005","4",Ventura Village,"89","89"
"270530059022002","4",Ventura Village,"89","89"
"270531060002004","4",Ventura Village,"89","89"
"270531060001013","4",Ventura Village,"89","89"
"270531060002000","4",Ventura Village,"89","89"
"270530059012013","4",Ventura Village,"89","89"
"270531060001002","4",Ventura Village,"89","89"
"270531060001010","4",Ventura Village,"89","89"
"270531060001011","4",Ventura Village,"89","89"
"270531060001006","4",Ventura Village,"89","89"
"270531060001005","4",Ventura Village,"89","89"
"270531060003003","4",Ventura Village,"89","89"
"270531060002001","4",Ventura Village,"89","89"
"270531060002007","4",Ventura Village,"89","89"
"270531060002010","4",Ventura Village,"89","89"
"270531060003000","4",Ventura Village,"89","89"
"270531060003004","4",Ventura Village,"89","89"
"270531060001001","4",Ventura Village,"89","89"
"270531060002008","4",Ventura Village,"89","89"
"270530059022003","4",Ventura Village,"89","89"
"270531060001009","4",Ventura Village,"89","89"
"270531060001012","4",Ventura Village,"89","89"
"270531060002011","4",Ventura Village,"89","89"
"270531060002014","4",Ventura Village,"89","89"
"270531060001007","4",Ventura Village,"89","89"
"270531060002006","4",Ventura Village,"89","89"
"270531060001000","4",Ventura Village,"89","89"
"270530059021011","4",Ventura Village,"89","89"
"270530059021007","4",Ventura Village,"89","89"
"270531060002009","4",Ventura Village,"89","89"
"270531034002010","5",Sumner - Glenwood,"29","29"
"270531034002005","5",Sumner - Glenwood,"29","29"
"270531034002012","5",Sumner - Glenwood,"29","29"
"270531034002007","5",Sumner - Glenwood,"29","29"
"270531034002013","5",Sumner - Glenwood,"29","29"
"270531034003009","5",Sumner - Glenwood,"29","29"
"270531034002000","5",Sumner - Glenwood,"29","29"
"270531034003008","5",Sumner - Glenwood,"29","29"
"270531034002011","5",Sumner - Glenwood,"29","29"
"270531034003006","5",Sumner - Glenwood,"29","29"
"270531034002003","5",Sumner - Glenwood,"29","29"
"270531034003007","5",Sumner - Glenwood,"29","29"
"270531034003000","5",Sumner - Glenwood,"29","29"
"270531034002014","5",Sumner - Glenwood,"29","29"
"270531034003004","5",Sumner - Glenwood,"29","29"
"270531034002008","5",Sumner - Glenwood,"29","29"
"270531034002001","5",Sumner - Glenwood,"29","29"
"270531034002006","5",Sumner - Glenwood,"29","29"
"270531034003003","5",Sumner - Glenwood,"29","29"
"270531034002009","5",Sumner - Glenwood,"29","29"
"270531034003002","5",Sumner - Glenwood,"29","29"
"270531034003005","5",Sumner - Glenwood,"29","29"
"270531034002002","5",Sumner - Glenwood,"29","29"
"270531034002004","5",Sumner - Glenwood,"29","29"
"270531034001008","5",Sumner - Glenwood,"29","29"
"270531034003001","5",Sumner - Glenwood,"29","29"
"270530001014005","6",Shingle Creek,"1","1"
"270530001014003","6",Shingle Creek,"1","1"
"270530001011019","6",Shingle Creek,"1","1"
"270530001011022","6",Shingle Creek,"1","1"
"270530001011023","6",Shingle Creek,"1","1"
"270530001011015","6",Shingle Creek,"1","1"
"270530001012002","6",Shingle Creek,"1","1"
"270530001011009","6",Shingle Creek,"1","1"
"270530001012000","6",Shingle Creek,"1","1"
"270530001013007","6",Shingle Creek,"1","1"
"270530001013013","6",Shingle Creek,"1","1"
"270530001013008","6",Shingle Creek,"1","1"
"270530001014007","6",Shingle Creek,"1","1"
"270530001011017","6",Shingle Creek,"1","1"
"270530001014008","6",Shingle Creek,"1","1"
"270530001011010","6",Shingle Creek,"1","1"
"270530001014004","6",Shingle Creek,"1","1"
"270530001013003","6",Shingle Creek,"1","1"
"270530001011018","6",Shingle Creek,"1","1"
"270530001013005","6",Shingle Creek,"1","1"
"270530001013006","6",Shingle Creek,"1","1"
"270530001013011","6",Shingle Creek,"1","1"
"270530001014006","6",Shingle Creek,"1","1"
"270530001014002","6",Shingle Creek,"1","1"
"270530001014001","6",Shingle Creek,"1","1"
"270530001011005","6",Shingle Creek,"1","1"
"270530001012003","6",Shingle Creek,"1","1"
"270530001011003","6",Shingle Creek,"1","1"
"270530001011012","6",Shingle Creek,"1","1"
"270530001011000","6",Shingle Creek,"1","1"
"270530001011014","6",Shingle Creek,"1","1"
"270530001011004","6",Shingle Creek,"1","1"
"270530001012010","6",Shingle Creek,"1","1"
"270530001012008","6",Shingle Creek,"1","1"
"270530001012005","6",Shingle Creek,"1","1"
"270530001011001","6",Shingle Creek,"1","1"
"270530001011016","6",Shingle Creek,"1","1"
"270530001011020","6",Shingle Creek,"1","1"
"270530001011021","6",Shingle Creek,"1","1"
"270530001011013","6",Shingle Creek,"1","1"
"270530001012001","6",Shingle Creek,"1","1"
"270530001011008","6",Shingle Creek,"1","1"
"270530001013012","6",Shingle Creek,"1","1"
"270530001011011","6",Shingle Creek,"1","1"
"270530001012011","6",Shingle Creek,"1","1"
"270530001013014","6",Shingle Creek,"1","1"
"270530001013010","6",Shingle Creek,"1","1"
"270530001011007","6",Shingle Creek,"1","1"
"270530001011006","6",Shingle Creek,"1","1"
"270530001012007","6",Shingle Creek,"1","1"
"270530001012006","6",Shingle Creek,"1","1"
"270530001013004","6",Shingle Creek,"1","1"
"270530001012009","6",Shingle Creek,"1","1"
"270530001012004","6",Shingle Creek,"1","1"
"270530001011002","6",Shingle Creek,"1","1"
"270530001014000","6",Shingle Creek,"1","1"
"270530001013009","6",Shingle Creek,"1","1"
"270530001021005","7",Lind - Bohanon,"2","2"
"270530001022009","7",Lind - Bohanon,"2","2"
"270530001022008","7",Lind - Bohanon,"2","2"
"270530001021010","7",Lind - Bohanon,"2","2"
"270530001025006","7",Lind - Bohanon,"2","2"
"270530001025004","7",Lind - Bohanon,"2","2"
"270530001024002","7",Lind - Bohanon,"2","2"
"270530001023011","7",Lind - Bohanon,"2","2"
"270530001022006","7",Lind - Bohanon,"2","2"
"270530001022013","7",Lind - Bohanon,"2","2"
"270530001021024","7",Lind - Bohanon,"2","2"
"270530001023007","7",Lind - Bohanon,"2","2"
"270530001021001","7",Lind - Bohanon,"2","2"
"270530001025011","7",Lind - Bohanon,"2","2"
"270530001025001","7",Lind - Bohanon,"2","2"
"270530001024004","7",Lind - Bohanon,"2","2"
"270530001023009","7",Lind - Bohanon,"2","2"
"270530001023010","7",Lind - Bohanon,"2","2"
"270530001025013","7",Lind - Bohanon,"2","2"
"270530001021007","7",Lind - Bohanon,"2","2"
"270530001024000","7",Lind - Bohanon,"2","2"
"270530001023013","7",Lind - Bohanon,"2","2"
"270530001023015","7",Lind - Bohanon,"2","2"
"270530001021002","7",Lind - Bohanon,"2","2"
"270530001024008","7",Lind - Bohanon,"2","2"
"270530001024009","7",Lind - Bohanon,"2","2"
"270530001021003","7",Lind - Bohanon,"2","2"
"270530001021006","7",Lind - Bohanon,"2","2"
"270530001024012","7",Lind - Bohanon,"2","2"
"270530001021011","7",Lind - Bohanon,"2","2"
"270530001021022","7",Lind - Bohanon,"2","2"
"270530001021017","7",Lind - Bohanon,"2","2"
"270530001022007","7",Lind - Bohanon,"2","2"
"270530001022016","7",Lind - Bohanon,"2","2"
"270530001024005","7",Lind - Bohanon,"2","2"
"270530001021013","7",Lind - Bohanon,"2","2"
"270530001022002","7",Lind - Bohanon,"2","2"
"270530001025009","7",Lind - Bohanon,"2","2"
"270530001025003","7",Lind - Bohanon,"2","2"
"270530001025012","7",Lind - Bohanon,"2","2"
"270530001023012","7",Lind - Bohanon,"2","2"
"270530001021008","7",Lind - Bohanon,"2","2"
"270530001024011","7",Lind - Bohanon,"2","2"
"270530001023000","7",Lind - Bohanon,"2","2"
"270530001022003","7",Lind - Bohanon,"2","2"
"270530001022000","7",Lind - Bohanon,"2","2"
"270530001023006","7",Lind - Bohanon,"2","2"
"270530001023004","7",Lind - Bohanon,"2","2"
"270530001025015","7",Lind - Bohanon,"2","2"
"270530001023014","7",Lind - Bohanon,"2","2"
"270530001021014","7",Lind - Bohanon,"2","2"
"270530001022011","7",Lind - Bohanon,"2","2"
"270530001022012","7",Lind - Bohanon,"2","2"
"270530001022001","7",Lind - Bohanon,"2","2"
"270530001021023","7",Lind - Bohanon,"2","2"
"270530001022005","7",Lind - Bohanon,"2","2"
"270530001021000","7",Lind - Bohanon,"2","2"
"270530001025000","7",Lind - Bohanon,"2","2"
"270530001025007","7",Lind - Bohanon,"2","2"
"270530001025008","7",Lind - Bohanon,"2","2"
"270530001023008","7",Lind - Bohanon,"2","2"
"270530001025005","7",Lind - Bohanon,"2","2"
"270530001023005","7",Lind - Bohanon,"2","2"
"270530001023002","7",Lind - Bohanon,"2","2"
"270530001025014","7",Lind - Bohanon,"2","2"
"270530001021009","7",Lind - Bohanon,"2","2"
"270530001024001","7",Lind - Bohanon,"2","2"
"270530001023001","7",Lind - Bohanon,"2","2"
"270530001021012","7",Lind - Bohanon,"2","2"
"270530001022017","7",Lind - Bohanon,"2","2"
"270530001022015","7",Lind - Bohanon,"2","2"
"270530001022014","7",Lind - Bohanon,"2","2"
"270530001025002","7",Lind - Bohanon,"2","2"
"270530001022010","7",Lind - Bohanon,"2","2"
"270530001025010","7",Lind - Bohanon,"2","2"
"270530001024003","7",Lind - Bohanon,"2","2"
"270530001024010","7",Lind - Bohanon,"2","2"
"270530001023003","7",Lind - Bohanon,"2","2"
"270530001021004","7",Lind - Bohanon,"2","2"
"270530001022004","7",Lind - Bohanon,"2","2"
"270530001024007","7",Lind - Bohanon,"2","2"
"270530001024006","7",Lind - Bohanon,"2","2"
"270531002002025","8",Webber - Camden,"4","4"
"270531004003005","8",Webber - Camden,"4","4"
"270531002003011","8",Webber - Camden,"4","4"
"270531002003003","8",Webber - Camden,"4","4"
"270531002003006","8",Webber - Camden,"4","4"
"270531004001008","8",Webber - Camden,"4","4"
"270531004002004","8",Webber - Camden,"4","4"
"270531004002003","8",Webber - Camden,"4","4"
"270531004002002","8",Webber - Camden,"4","4"
"270531004002009","8",Webber - Camden,"4","4"
"270531004002011","8",Webber - Camden,"4","4"
"270531004001015","8",Webber - Camden,"4","4"
"270531002002008","8",Webber - Camden,"4","4"
"270531002002019","8",Webber - Camden,"4","4"
"270531004003013","8",Webber - Camden,"4","4"
"270531002002015","8",Webber - Camden,"4","4"
"270531002003002","8",Webber - Camden,"4","4"
"270531004003012","8",Webber - Camden,"4","4"
"270531002003010","8",Webber - Camden,"4","4"
"270531002002001","8",Webber - Camden,"4","4"
"270531002003013","8",Webber - Camden,"4","4"
"270531002003014","8",Webber - Camden,"4","4"
"270531004003009","8",Webber - Camden,"4","4"
"270531004001004","8",Webber - Camden,"4","4"
"270531004001003","8",Webber - Camden,"4","4"
"270531002003012","8",Webber - Camden,"4","4"
"270531004003016","8",Webber - Camden,"4","4"
"270531004003001","8",Webber - Camden,"4","4"
"270531004003007","8",Webber - Camden,"4","4"
"270531002003005","8",Webber - Camden,"4","4"
"270531004003003","8",Webber - Camden,"4","4"
"270531004001009","8",Webber - Camden,"4","4"
"270531004003006","8",Webber - Camden,"4","4"
"270531004003017","8",Webber - Camden,"4","4"
"270531004001007","8",Webber - Camden,"4","4"
"270531002003000","8",Webber - Camden,"4","4"
"270531004003004","8",Webber - Camden,"4","4"
"270531002003007","8",Webber - Camden,"4","4"
"270531002003016","8",Webber - Camden,"4","4"
"270531002002016","8",Webber - Camden,"4","4"
"270531002002021","8",Webber - Camden,"4","4"
"270531002002023","8",Webber - Camden,"4","4"
"270531004002005","8",Webber - Camden,"4","4"
"270531004002007","8",Webber - Camden,"4","4"
"270531004002008","8",Webber - Camden,"4","4"
"270531004002010","8",Webber - Camden,"4","4"
"270531004001018","8",Webber - Camden,"4","4"
"270531004003011","8",Webber - Camden,"4","4"
"270531002002011","8",Webber - Camden,"4","4"
"270531004002000","8",Webber - Camden,"4","4"
"270531004001010","8",Webber - Camden,"4","4"
"270531002002003","8",Webber - Camden,"4","4"
"270531002002009","8",Webber - Camden,"4","4"
"270531002002012","8",Webber - Camden,"4","4"
"270531004003014","8",Webber - Camden,"4","4"
"270531002002020","8",Webber - Camden,"4","4"
"270531002002022","8",Webber - Camden,"4","4"
"270531004002001","8",Webber - Camden,"4","4"
"270531004001019","8",Webber - Camden,"4","4"
"270531002002007","8",Webber - Camden,"4","4"
"270531002002018","8",Webber - Camden,"4","4"
"270531002002002","8",Webber - Camden,"4","4"
"270531002002014","8",Webber - Camden,"4","4"
"270531002002013","8",Webber - Camden,"4","4"
"270531002003008","8",Webber - Camden,"4","4"
"270531002002026","8",Webber - Camden,"4","4"
"270531004003010","8",Webber - Camden,"4","4"
"270531004002006","8",Webber - Camden,"4","4"
"270531002003004","8",Webber - Camden,"4","4"
"270531004003015","8",Webber - Camden,"4","4"
"270531004003000","8",Webber - Camden,"4","4"
"270531004001005","8",Webber - Camden,"4","4"
"270531004001006","8",Webber - Camden,"4","4"
"270531004001017","8",Webber - Camden,"4","4"
"270531002002005","8",Webber - Camden,"4","4"
"270531002002004","8",Webber - Camden,"4","4"
"270531002002010","8",Webber - Camden,"4","4"
"270531004001012","8",Webber - Camden,"4","4"
"270531002003009","8",Webber - Camden,"4","4"
"270531004003002","8",Webber - Camden,"4","4"
"270531002003015","8",Webber - Camden,"4","4"
"270531004003008","8",Webber - Camden,"4","4"
"270531002002006","8",Webber - Camden,"4","4"
"270531002002017","8",Webber - Camden,"4","4"
"270531002002000","8",Webber - Camden,"4","4"
"270531002003001","8",Webber - Camden,"4","4"
"270531002002024","8",Webber - Camden,"4","4"
"270531002003017","8",Webber - Camden,"4","4"
"270531004001020","8",Webber - Camden,"4","4"
"270531004001016","8",Webber - Camden,"4","4"
"270530017002008","9",Bottineau,"14","14"
"270530017002024","9",Bottineau,"14","14"
"270530017002023","9",Bottineau,"14","14"
"270530017002011","9",Bottineau,"14","14"
"270530017002026","9",Bottineau,"14","14"
"270530017002002","9",Bottineau,"14","14"
"270530017002007","9",Bottineau,"14","14"
"270530017002006","9",Bottineau,"14","14"
"270530017002000","9",Bottineau,"14","14"
"270530017002004","9",Bottineau,"14","14"
"270530017002022","9",Bottineau,"14","14"
"270530017002025","9",Bottineau,"14","14"
"270530017002001","9",Bottineau,"14","14"
"270530017002021","9",Bottineau,"14","14"
"270530017002015","9",Bottineau,"14","14"
"270530017002019","9",Bottineau,"14","14"
"270530017002017","9",Bottineau,"14","14"
"270530017002018","9",Bottineau,"14","14"
"270530017002003","9",Bottineau,"14","14"
"270530017002013","9",Bottineau,"14","14"
"270530017002020","9",Bottineau,"14","14"
"270530017002005","9",Bottineau,"14","14"
"270530017002014","9",Bottineau,"14","14"
"270530017002016","9",Bottineau,"14","14"
"270530017002012","9",Bottineau,"14","14"
"270530017002009","9",Bottineau,"14","14"
"270531002001002","10",Victory,"3","3"
"270531002001003","10",Victory,"3","3"
"270531002001000","10",Victory,"3","3"
"270530003002006","10",Victory,"3","3"
"270531002001028","10",Victory,"3","3"
"270530003004000","10",Victory,"3","3"
"270531002001022","10",Victory,"3","3"
"270531002001005","10",Victory,"3","3"
"270530003004004","10",Victory,"3","3"
"270530003004002","10",Victory,"3","3"
"270531002001011","10",Victory,"3","3"
"270531002001036","10",Victory,"3","3"
"270531002001024","10",Victory,"3","3"
"270530003004001","10",Victory,"3","3"
"270530003004006","10",Victory,"3","3"
"270530003004008","10",Victory,"3","3"
"270531002001035","10",Victory,"3","3"
"270531002001034","10",Victory,"3","3"
"270530003003005","10",Victory,"3","3"
"270530003003006","10",Victory,"3","3"
"270530003002004","10",Victory,"3","3"
"270530003002011","10",Victory,"3","3"
"270530003003004","10",Victory,"3","3"
"270530003003008","10",Victory,"3","3"
"270530003002005","10",Victory,"3","3"
"270530003003011","10",Victory,"3","3"
"270530003003010","10",Victory,"3","3"
"270531002001026","10",Victory,"3","3"
"270530003002001","10",Victory,"3","3"
"270530003001011","10",Victory,"3","3"
"270530003001001","10",Victory,"3","3"
"270531002001029","10",Victory,"3","3"
"270530003001000","10",Victory,"3","3"
"270530003001008","10",Victory,"3","3"
"270531002001008","10",Victory,"3","3"
"270530003003002","10",Victory,"3","3"
"270530003003001","10",Victory,"3","3"
"270530003001003","10",Victory,"3","3"
"270530003001005","10",Victory,"3","3"
"270531002001019","10",Victory,"3","3"
"270530003002007","10",Victory,"3","3"
"270531002001012","10",Victory,"3","3"
"270530003004007","10",Victory,"3","3"
"270530003002002","10",Victory,"3","3"
"270531002001033","10",Victory,"3","3"
"270531002001031","10",Victory,"3","3"
"270531002001040","10",Victory,"3","3"
"270531002001042","10",Victory,"3","3"
"270531002001010","10",Victory,"3","3"
"270531002001017","10",Victory,"3","3"
"270530003004003","10",Victory,"3","3"
"270530003004010","10",Victory,"3","3"
"270531002001018","10",Victory,"3","3"
"270531002001021","10",Victory,"3","3"
"270530212003010","10",Victory,"3","3"
"270531002001009","10",Victory,"3","3"
"270531002001027","10",Victory,"3","3"
"270530003004005","10",Victory,"3","3"
"270530003003003","10",Victory,"3","3"
"270531002001015","10",Victory,"3","3"
"270530003001002","10",Victory,"3","3"
"270531002001039","10",Victory,"3","3"
"270530003002008","10",Victory,"3","3"
"270531002001007","10",Victory,"3","3"
"270530003003007","10",Victory,"3","3"
"270530003002010","10",Victory,"3","3"
"270530003002009","10",Victory,"3","3"
"270531002001037","10",Victory,"3","3"
"270530003004011","10",Victory,"3","3"
"270531002001016","10",Victory,"3","3"
"270531002001014","10",Victory,"3","3"
"270531002001013","10",Victory,"3","3"
"270530003001006","10",Victory,"3","3"
"270530003002003","10",Victory,"3","3"
"270530003001009","10",Victory,"3","3"
"270531002001023","10",Victory,"3","3"
"270531002001020","10",Victory,"3","3"
"270531002001030","10",Victory,"3","3"
"270530003001007","10",Victory,"3","3"
"270530003002000","10",Victory,"3","3"
"270531002001041","10",Victory,"3","3"
"270531002001038","10",Victory,"3","3"
"270531002001004","10",Victory,"3","3"
"270531002001025","10",Victory,"3","3"
