name,P003002_pct,P003003_pct,P003004_pct,P003005_pct,P003006_pct,P003007_pct,P003008_pct,P005010_pct
CCD1,0.5775584451755531,0.22156074294567166,0.004943687224746288,0.09925670618134977,0.0016711055407593086,0.033248037321357074,0.06176127561056278,0.09323376329486309
CCD2,0.3045153606333415,0.16434301327635129,0.005272007566469331,0.39335131537464535,0.002837425999229341,0.07899253862052054,0.05068833852944268,0.14745857708340632
CCD3,0.30383243583467373,0.38546401846282957,0.007133365969648227,0.17212742149800686,0.00248269109727953,0.06762710679068466,0.0613329603468774,0.13441499405552837
CCD4,0.4775740066921431,0.1829185789252345,0.0068932731162348465,0.19590060521840888,0.005211095061344645,0.06823791848750252,0.06326452249913149,0.15132288676381855
CCD5,0.2987326493663247,0.16208555073974507,0.0156727199575721,0.1963570527239809,0.00504745706918308,0.271154514365136,0.050950055778058195,0.47575940454636895
CCD6,0.23040680514052103,0.43456102077107817,0.006966469283370304,0.0719562945716538,0.010064714833079729,0.18849799255687755,0.05754670284341944,0.3368104570370506
CCD7,0.21818247594240647,0.41221691628680995,0.007832284205194993,0.04429853122060633,0.012878952318934954,0.25850155560379134,0.04608928442225599,0.4526626148614427
