GEOID10,name
60014015001018,CCD3
60014027001020,CCD3
60014031001001,CCD3
60014022001015,CCD3
60014017003015,CCD3
60014017003074,CCD3
60014017003060,CCD3
60019820001027,CCD3
60014029001019,CCD3
60014034001008,CCD3
60019819001012,CCD3
60014033001024,CCD3
60014031001011,CCD3
60014017003080,CCD3
60014029001021,CCD3
60019819001011,CCD3
60014105001003,CCD3
60019819001002,CCD3
60014017002001,CCD3
60014029001018,CCD3
60014028002008,CCD3
60014017001014,CCD3
60014014001008,CCD3
60014014002005,CCD3
60014024001001,CCD3
60014026001045,CCD3
60019820001014,CCD3
60014013002026,CCD3
60014017003057,CCD3
60014030002024,CCD3
60014018001010,CCD3
60014015003011,CCD3
60014013002022,CCD3
60014011003013,CCD3
60014015001023,CCD3
60014017001057,CCD3
60014014003008,CCD3
60014022001025,CCD3
60014014002022,CCD3
60014026001038,CCD3
60014025002006,CCD3
60014029001026,CCD3
60014105001073,CCD3
60014022002005,CCD3
60014014001017,CCD3
60014013001005,CCD3
60014017002017,CCD3
60014035012010,CCD3
60014035013013,CCD3
60014035022005,CCD3
60014028001002,CCD3
60014017003071,CCD3
60014017003083,CCD3
60014017001026,CCD3
60014105001037,CCD3
60014018002003,CCD3
60014025001008,CCD3
60019832001015,CCD3
60014013001025,CCD3
60014013003009,CCD3
60014026001001,CCD3
60014105001006,CCD3
60014016002014,CCD3
60014016001019,CCD3
60014105001017,CCD3
60014105001011,CCD3
60014105001028,CCD3
60014015001007,CCD3
60014035012005,CCD3
60014014003006,CCD3
60014014002026,CCD3
60014016001028,CCD3
60014037011001,CCD3
60014036003003,CCD3
60014017003046,CCD3
60014022003018,CCD3
60014022003020,CCD3
60014017003054,CCD3
60014017003078,CCD3
60019832001049,CCD3
60014024001002,CCD3
60014022001010,CCD3
60014015001004,CCD3
60014017003070,CCD3
60014014003002,CCD3
60014105001025,CCD3
60014035011002,CCD3
60014105001002,CCD3
60014025001004,CCD3
60014018001012,CCD3
60014035011006,CCD3
60014027001003,CCD3
60014035012002,CCD3
60014105001015,CCD3
60014027002023,CCD3
60014028002013,CCD3
60014029001006,CCD3
60014014003004,CCD3
60014017003077,CCD3
60014037022006,CCD3
60014035011014,CCD3
60014035021002,CCD3
60019832001021,CCD3
60014016001006,CCD3
60014015002000,CCD3
60014024002007,CCD3
60014027002007,CCD3
60014028002025,CCD3
60014028002040,CCD3
60014028002030,CCD3
60014028002034,CCD3
60014028002042,CCD3
60014029001028,CCD3
60014029001016,CCD3
60014029001015,CCD3
60019820001012,CCD3
60014014001009,CCD3
60014035012023,CCD3
60014027002001,CCD3
60014024002010,CCD3
60014017001052,CCD3
60014017002013,CCD3
60014105001023,CCD3
60014018002002,CCD3
60014022003004,CCD3
60014022002008,CCD3
60014105001054,CCD3
60014024001006,CCD3
60014022002012,CCD3
60014015001017,CCD3
60014014003007,CCD3
60019832001017,CCD3
60014018002004,CCD3
60014030001014,CCD3
60014105001026,CCD3
60014016002009,CCD3
60014014003029,CCD3
60019819001015,CCD3
60014105001013,CCD3
60014026001031,CCD3
60014025001009,CCD3
60014105001000,CCD3
60014105001014,CCD3
60014028002011,CCD3
60014011003009,CCD3
60014029001002,CCD3
60014034001005,CCD3
60014027001001,CCD3
60014017003022,CCD3
60014026001046,CCD3
60014017003045,CCD3
60014026001006,CCD3
60014105001001,CCD3
60014014002006,CCD3
60014029001025,CCD3
60014017003036,CCD3
60014017001043,CCD3
60014017001050,CCD3
60014017001032,CCD3
60014012003011,CCD3
60014015002004,CCD3
60014105001031,CCD3
60019832001051,CCD3
60019832001039,CCD3
60014024001004,CCD3
60014022001003,CCD3
60014016001016,CCD3
60014022001024,CCD3
60014022003013,CCD3
60014016002019,CCD3
60014027001012,CCD3
60014014003033,CCD3
60014028002015,CCD3
60014028002018,CCD3
60019820001031,CCD3
60014013001024,CCD3
60014022003000,CCD3
60014027002028,CCD3
60014022001028,CCD3
60014014003026,CCD3
60014016001013,CCD3
60014034001016,CCD3
60019820001033,CCD3
60014034001007,CCD3
60014026001051,CCD3
60014017003007,CCD3
60014034001027,CCD3
60014025001013,CCD3
60014026001040,CCD3
60014015003007,CCD3
60014015001025,CCD3
60014015001000,CCD3
60014015003006,CCD3
60014034001031,CCD3
60014034001000,CCD3
60014017003069,CCD3
60014022003021,CCD3
60014037022005,CCD3
60014017003013,CCD3
60014018001013,CCD3
60014024001003,CCD3
60014028002012,CCD3
60014033001026,CCD3
60014034001014,CCD3
60014034004000,CCD3
60014034001013,CCD3
60014013002000,CCD3
60014013002007,CCD3
60014013001029,CCD3
60014028002016,CCD3
60014035011016,CCD3
60014029001000,CCD3
60014017003066,CCD3
60014025002000,CCD3
60019820001013,CCD3
60014105001063,CCD3
60014028001003,CCD3
60014105001067,CCD3
60019832001043,CCD3
60014025001015,CCD3
60014022001017,CCD3
60014025001018,CCD3
60014035013012,CCD3
60014035013006,CCD3
60014014003022,CCD3
60014016001008,CCD3
60014016001009,CCD3
60014016002010,CCD3
60014105001034,CCD3
60014024001020,CCD3
60014015003003,CCD3
60014015002001,CCD3
60014024001015,CCD3
60014027002011,CCD3
60014034001019,CCD3
60014017001055,CCD3
60014029001014,CCD3
60014017003042,CCD3
60014014003019,CCD3
60014028002005,CCD3
60014013002006,CCD3
60014017001059,CCD3
60014017001036,CCD3
60014017003065,CCD3
60019820001020,CCD3
60014022001016,CCD3
60014013001034,CCD3
60014013001003,CCD3
60014013001013,CCD3
60014014002014,CCD3
60014014003015,CCD3
60019819001010,CCD3
60014033001039,CCD3
60014033001032,CCD3
60014033001041,CCD3
60014029001004,CCD3
60014015001015,CCD3
60014024001021,CCD3
60014014003035,CCD3
60014014003024,CCD3
60014017001011,CCD3
60014017001024,CCD3
60014017001019,CCD3
60014033001031,CCD3
60019832001053,CCD3
60014031001035,CCD3
60014017003041,CCD3
60014014003009,CCD3
60014025002004,CCD3
60014017003027,CCD3
60014017001020,CCD3
60014034001030,CCD3
60014030001008,CCD3
60014022002006,CCD3
60014028002021,CCD3
60014013003013,CCD3
60014014002010,CCD3
60014013001014,CCD3
60014015002008,CCD3
60014014002023,CCD3
60014014002025,CCD3
60014027001022,CCD3
60014017002014,CCD3
60014027001025,CCD3
60014025002007,CCD3
60014026001019,CCD3
60014013001026,CCD3
60014017003067,CCD3
60014034001032,CCD3
60014013002019,CCD3
60014014003039,CCD3
60019832001009,CCD3
60014024001024,CCD3
60014014003001,CCD3
60014029001001,CCD3
60014035011001,CCD3
60014027001008,CCD3
60014027002019,CCD3
60014013002018,CCD3
60014013002003,CCD3
60014014003014,CCD3
60014016002003,CCD3
60014013001020,CCD3
60014026001018,CCD3
60014013001008,CCD3
60019819001009,CCD3
60014037021007,CCD3
60019820001021,CCD3
60014017001048,CCD3
60014015002007,CCD3
60014016002017,CCD3
60014016001018,CCD3
60014024001005,CCD3
60014016001004,CCD3
60014015003001,CCD3
60014024001016,CCD3
60014024002002,CCD3
60014016002004,CCD3
60014027002008,CCD3
60014027002006,CCD3
60014017003064,CCD3
60014014001005,CCD3
60014014001010,CCD3
60014013001002,CCD3
60014014002024,CCD3
60014014002013,CCD3
60014014003005,CCD3
60014014003023,CCD3
60014027002005,CCD3
60014027001010,CCD3
60014013003003,CCD3
60014013001010,CCD3
60014013001009,CCD3
60014013002012,CCD3
60014013002015,CCD3
60014028002000,CCD3
60019820001004,CCD3
60019820001008,CCD3
60014027002027,CCD3
60014026001050,CCD3
60014026001014,CCD3
60014026001030,CCD3
60014026001048,CCD3
60014026001036,CCD3
60019832001007,CCD3
60019832001026,CCD3
60014026001010,CCD3
60014031001003,CCD3
60014028002024,CCD3
60014031001000,CCD3
60014031001024,CCD3
60014031001029,CCD3
60014017003014,CCD3
60019832001045,CCD3
60019832001048,CCD3
60014015001022,CCD3
60014015003010,CCD3
60014016001012,CCD3
60014016001015,CCD3
60014027002016,CCD3
60014017003037,CCD3
60014017003032,CCD3
60014017003012,CCD3
60019832001029,CCD3
60019819001008,CCD3
60014017001039,CCD3
60014105001041,CCD3
60019820001030,CCD3
60019832001004,CCD3
60014029001029,CCD3
60014029001030,CCD3
60019832001040,CCD3
60014016002002,CCD3
60014105001053,CCD3
60014022001002,CCD3
60014035011003,CCD3
60014027001000,CCD3
60014036001001,CCD3
60014017001002,CCD3
60014034001015,CCD3
60014017003040,CCD3
60014017001009,CCD3
60014018002000,CCD3
60014018001011,CCD3
60014018001007,CCD3
60014035013009,CCD3
60014035021000,CCD3
60014037012001,CCD3
60014034001004,CCD3
60014035013011,CCD3
60014035022000,CCD3
60014035012012,CCD3
60014035012011,CCD3
60014035012015,CCD3
60014016002005,CCD3
60014024002008,CCD3
60014024001017,CCD3
60014027002010,CCD3
60014017003028,CCD3
60014026001022,CCD3
60019832001046,CCD3
60014013002008,CCD3
60014028002003,CCD3
60014011003018,CCD3
60014017001017,CCD3
60014017001037,CCD3
60014017001022,CCD3
60014015002006,CCD3
60014015003008,CCD3
60014015002003,CCD3
60014034001020,CCD3
60014105001039,CCD3
60014034001029,CCD3
60014016001026,CCD3
60014014003010,CCD3
60014027001005,CCD3
60014013002016,CCD3
60014028001001,CCD3
60014013001037,CCD3
60014013001019,CCD3
60014013003006,CCD3
60014013003011,CCD3
60014035011015,CCD3
60014105001051,CCD3
60019820001010,CCD3
60014036002000,CCD3
60014036003005,CCD3
60014017002025,CCD3
60014105001016,CCD3
60014018002011,CCD3
60014017003073,CCD3
60019820001028,CCD3
60014016002022,CCD3
60014014003037,CCD3
60014027001006,CCD3
60014027001015,CCD3
60014028002004,CCD3
60014013002009,CCD3
60014013003012,CCD3
60014025001003,CCD3
60019820001009,CCD3
60014017002010,CCD3
60014017002032,CCD3
60014018001000,CCD3
60014018001015,CCD3
60014035012008,CCD3
60014035012009,CCD3
60014035013014,CCD3
60014040001006,CCD3
60014035022002,CCD3
60014036002001,CCD3
60014014001011,CCD3
60014015001024,CCD3
60014014001014,CCD3
60014014002000,CCD3
60014013001004,CCD3
60014011003019,CCD3
60014014002027,CCD3
60014014003000,CCD3
60014027002017,CCD3
60014028002041,CCD3
60014017001063,CCD3
60014105001005,CCD3
60014017002005,CCD3
60014014002015,CCD3
60014027002013,CCD3
60014037011003,CCD3
60014016001014,CCD3
60014016001017,CCD3
60014105001009,CCD3
60014105001010,CCD3
60014105001050,CCD3
60014027001027,CCD3
60014026001021,CCD3
60014011003010,CCD3
60014013002005,CCD3
60014028002001,CCD3
60019832001042,CCD3
60014037022008,CCD3
60014034001002,CCD3
60019820001023,CCD3
60014025001011,CCD3
60014017003082,CCD3
60014017003075,CCD3
60014017003024,CCD3
60014017003051,CCD3
60014017003062,CCD3
60014017003061,CCD3
60019819001003,CCD3
60014027002003,CCD3
60014105001022,CCD3
60014014002004,CCD3
60014022001019,CCD3
60019820001026,CCD3
60014017002006,CCD3
60014017002007,CCD3
60019819001006,CCD3
60014017002026,CCD3
60014018002012,CCD3
60014022001023,CCD3
60014105001060,CCD3
60014105001055,CCD3
60014022003006,CCD3
60014035021003,CCD3
60014015003002,CCD3
60014024001011,CCD3
60014024001012,CCD3
60014026001029,CCD3
60014105001072,CCD3
60014017003031,CCD3
60014028002006,CCD3
60014017003000,CCD3
60014017003047,CCD3
60019820001001,CCD3
60014031001021,CCD3
60019832001013,CCD3
60019832001036,CCD3
60014028001011,CCD3
60014031001008,CCD3
60014031001007,CCD3
60014028001010,CCD3
60014035011010,CCD3
60014014003003,CCD3
60014018002008,CCD3
60014016001001,CCD3
60014027002026,CCD3
60019820001019,CCD3
60019832001023,CCD3
60019820001000,CCD3
60014026001037,CCD3
60019832001008,CCD3
60014026001052,CCD3
60019832001002,CCD3
60014027001014,CCD3
60014026001009,CCD3
60014028001008,CCD3
60014031001005,CCD3
60014028001009,CCD3
60014017001010,CCD3
60014011003017,CCD3
60014022001009,CCD3
60014017003017,CCD3
60014017003058,CCD3
60014017003056,CCD3
60014017003055,CCD3
60014015001011,CCD3
60014024001007,CCD3
60014027001013,CCD3
60014016002021,CCD3
60014014003018,CCD3
60014013002023,CCD3
60014027001016,CCD3
60014027001023,CCD3
60014028002007,CCD3
60014013001028,CCD3
60014013001030,CCD3
60014013003001,CCD3
60014013003008,CCD3
60014035011009,CCD3
60014035011012,CCD3
60014013003014,CCD3
60014029001005,CCD3
60019820001005,CCD3
60014017003004,CCD3
60014014002008,CCD3
60014014001002,CCD3
60014011003005,CCD3
60014011003014,CCD3
60014014002019,CCD3
60014015003012,CCD3
60014016001000,CCD3
60014014003017,CCD3
60014014002016,CCD3
60014013001018,CCD3
60014028002020,CCD3
60014022003002,CCD3
60014027002020,CCD3
60014027001009,CCD3
60014027001024,CCD3
60014028002032,CCD3
60014031001014,CCD3
60014031001018,CCD3
60014029001017,CCD3
60014029001032,CCD3
60014029001011,CCD3
60014034001017,CCD3
60014030001020,CCD3
60014035012004,CCD3
60014016001007,CCD3
60014017001060,CCD3
60014025001006,CCD3
60014013001007,CCD3
60014031001013,CCD3
60014031001020,CCD3
60014031001012,CCD3
60014031001019,CCD3
60014031001027,CCD3
60014031001031,CCD3
60014015001008,CCD3
60014017002021,CCD3
60014105001043,CCD3
60019820001011,CCD3
60014026001026,CCD3
60014012003014,CCD3
60014105001065,CCD3
60014035012022,CCD3
60014028002038,CCD3
60014026001000,CCD3
60014035012006,CCD3
60019820001007,CCD3
60019819001016,CCD3
60014017001033,CCD3
60014029001024,CCD3
60014029001027,CCD3
60014029001023,CCD3
60014029001013,CCD3
60014029001022,CCD3
60014034004001,CCD3
60014029001008,CCD3
60019832001055,CCD3
60014028002028,CCD3
60014014003025,CCD3
60014014002018,CCD3
60014026001015,CCD3
60014026001028,CCD3
60014026001047,CCD3
60014026001033,CCD3
60014031001028,CCD3
60019832001014,CCD3
60019832001019,CCD3
60014028002019,CCD3
60014028002023,CCD3
60014017003020,CCD3
60014017002011,CCD3
60014017002015,CCD3
60014013001032,CCD3
60014035012018,CCD3
60014035011017,CCD3
60014037011006,CCD3
60014036003001,CCD3
60014013001017,CCD3
60014016002020,CCD3
60014013002024,CCD3
60014027001026,CCD3
60014013001016,CCD3
60014035012021,CCD3
60014013001031,CCD3
60014035011004,CCD3
60014013003000,CCD3
60014035011011,CCD3
60014035011021,CCD3
60014105001070,CCD3
60014025001002,CCD3
60019819001004,CCD3
60014017003068,CCD3
60019819001005,CCD3
60014017003023,CCD3
60014017002012,CCD3
60014018001004,CCD3
60014018001016,CCD3
60014013001036,CCD3
60014035012016,CCD3
60014035012017,CCD3
60014029001012,CCD3
60014037011000,CCD3
60014035022001,CCD3
60014033001042,CCD3
60014033001040,CCD3
60019832001000,CCD3
60019820001003,CCD3
60014031001002,CCD3
60014025001000,CCD3
60014105001018,CCD3
60019832001050,CCD3
60014033001022,CCD3
60014033001033,CCD3
60014022001005,CCD3
60014105001038,CCD3
60014026001023,CCD3
60014035013007,CCD3
60014035012003,CCD3
60014028002035,CCD3
60014030001019,CCD3
60014014003013,CCD3
60014026001003,CCD3
60014036002002,CCD3
60014017001051,CCD3
60014018001014,CCD3
60014022001001,CCD3
60014022001014,CCD3
60014022001011,CCD3
60014022001021,CCD3
60014018002005,CCD3
60014022003009,CCD3
60014022003003,CCD3
60014022002002,CCD3
60014105001064,CCD3
60014105001062,CCD3
60014027002024,CCD3
60019820001015,CCD3
60014026001013,CCD3
60019820001017,CCD3
60014037022002,CCD3
60014036002003,CCD3
60019819001001,CCD3
60014105001021,CCD3
60014016001020,CCD3
60014012003016,CCD3
60014013001022,CCD3
60014029001007,CCD3
60014028002037,CCD3
60014031001032,CCD3
60014026001025,CCD3
60014025001020,CCD3
60014017003001,CCD3
60014013001011,CCD3
60014029001020,CCD3
60014014002020,CCD3
60014028002039,CCD3
60019832001025,CCD3
60019832001016,CCD3
60014031001010,CCD3
60014014001016,CCD3
60014017003039,CCD3
60014017003059,CCD3
60014017003052,CCD3
60014031001016,CCD3
60014031001033,CCD3
60019832001028,CCD3
60014027001019,CCD3
60014027001021,CCD3
60014031001006,CCD3
60014028001005,CCD3
60014028001006,CCD3
60014017002002,CCD3
60014017002008,CCD3
60014017002003,CCD3
60014017001062,CCD3
60014017002016,CCD3
60014018001003,CCD3
60014017002022,CCD3
60014022001000,CCD3
60014022001012,CCD3
60014022003010,CCD3
60014022001020,CCD3
60014105001035,CCD3
60014105001056,CCD3
60014017001029,CCD3
60014017001008,CCD3
60014017003043,CCD3
60014017001018,CCD3
60014025002002,CCD3
60014022002013,CCD3
60014105001048,CCD3
60014031001009,CCD3
60014035012000,CCD3
60014017003049,CCD3
60014017003025,CCD3
60014022003017,CCD3
60014024001023,CCD3
60014024002009,CCD3
60014013003004,CCD3
60014030001002,CCD3
60014026001039,CCD3
60014027002009,CCD3
60014014003016,CCD3
60014035012020,CCD3
60014017003010,CCD3
60014033001023,CCD3
60014033001029,CCD3
60014033001021,CCD3
60014035013003,CCD3
60014024001000,CCD3
60019832001024,CCD3
60014013001021,CCD3
60014030001015,CCD3
60014025001014,CCD3
60014105001052,CCD3
60014017003048,CCD3
60014028002033,CCD3
60014031001025,CCD3
60019832001011,CCD3
60014017003044,CCD3
60014017002028,CCD3
60014030001013,CCD3
60014035011013,CCD3
60014016001003,CCD3
60014012003015,CCD3
60014024001026,CCD3
60014017001015,CCD3
60014022002009,CCD3
60014025002005,CCD3
60014033001036,CCD3
60014028002027,CCD3
60014014003012,CCD3
60014025001017,CCD3
60014022001026,CCD3
60014011003006,CCD3
60014024001019,CCD3
60014025001007,CCD3
60014022001029,CCD3
60014025001010,CCD3
60014029001035,CCD3
60014029001034,CCD3
60014034002000,CCD3
60019832001052,CCD3
60014026001002,CCD3
60014105001036,CCD3
60014027001018,CCD3
60014017001034,CCD3
60014022002015,CCD3
60014105001033,CCD3
60014013003005,CCD3
60014015001006,CCD3
60014033001034,CCD3
60014013001006,CCD3
60014017003063,CCD3
60014014003034,CCD3
60014015003009,CCD3
60014027001007,CCD3
60014036001006,CCD3
60014035022004,CCD3
60014017002027,CCD3
60014030002025,CCD3
60014035013001,CCD3
60014017003081,CCD3
60019819001013,CCD3
60014033001027,CCD3
60014033001028,CCD3
60014027001002,CCD3
60014037021001,CCD3
60014034001003,CCD3
60014037022007,CCD3
60019820001022,CCD3
60014017001004,CCD3
60014017001028,CCD3
60014017001001,CCD3
60014017001049,CCD3
60014029001010,CCD3
60014028002017,CCD3
60014013002025,CCD3
60014105001040,CCD3
60014017001040,CCD3
60014017003076,CCD3
60014036001004,CCD3
60014037021009,CCD3
60014034001021,CCD3
60014017001065,CCD3
60014035011007,CCD3
60014017001003,CCD3
60014030001007,CCD3
60014022001030,CCD3
60014035011023,CCD3
60014037022004,CCD3
60014034001001,CCD3
60014017002020,CCD3
60014017002031,CCD3
60019832001006,CCD3
60014035021004,CCD3
60014022001006,CCD3
60014014001007,CCD3
60014105001032,CCD3
60014028002026,CCD3
60014026001044,CCD3
60014014001006,CCD3
60014031001034,CCD3
60014025002003,CCD3
60014014003036,CCD3
60014026001004,CCD3
60014014002028,CCD3
60014015001013,CCD3
60014015001001,CCD3
60014014001003,CCD3
60014105001071,CCD3
60014105001066,CCD3
60014017003011,CCD3
60014013002013,CCD3
60014014001018,CCD3
60014017001025,CCD3
60014017001038,CCD3
60014017001045,CCD3
60014017001023,CCD3
60014015001012,CCD3
60014014003031,CCD3
60014013002011,CCD3
60014028002002,CCD3
60014027001004,CCD3
60014027002000,CCD3
60014017003018,CCD3
60014017001053,CCD3
60014014001013,CCD3
60014014001012,CCD3
60014013001015,CCD3
60014027002029,CCD3
60014022001013,CCD3
60014105001047,CCD3
60014027002002,CCD3
60014027001011,CCD3
60014011003016,CCD3
60014037012003,CCD3
60014017001000,CCD3
60014014001015,CCD3
60014014003027,CCD3
60014013002017,CCD3
60014028002010,CCD3
60014016002016,CCD3
60014105001046,CCD3
60014105001012,CCD3
60014105001045,CCD3
60014105001029,CCD3
60014105001044,CCD3
60014016002008,CCD3
60014016001023,CCD3
60014016002006,CCD3
60014015003000,CCD3
60014024001009,CCD3
60014016002001,CCD3
60014024002000,CCD3
60014024002005,CCD3
60014026001049,CCD3
60014017001067,CCD3
60019832001001,CCD3
60014028002014,CCD3
60014027002015,CCD3
60014035011018,CCD3
60014017001056,CCD3
60014017001031,CCD3
60014017001066,CCD3
60014105001007,CCD3
60014105001019,CCD3
60014024001008,CCD3
60014024001025,CCD3
60014016001025,CCD3
60014024002001,CCD3
60014024001013,CCD3
60014027002004,CCD3
60019832001003,CCD3
60014027002021,CCD3
60014024002006,CCD3
60014034001006,CCD3
60014014003032,CCD3
60014022001027,CCD3
60014013001023,CCD3
60014011003007,CCD3
60014105001059,CCD3
60014018001002,CCD3
60014022002007,CCD3
60019832001031,CCD3
60014017003006,CCD3
60014014002029,CCD3
60019819001007,CCD3
60014014001004,CCD3
60014015003005,CCD3
60014105001061,CCD3
60014017003050,CCD3
60014035022006,CCD3
60014017001006,CCD3
60014017003035,CCD3
60014017003034,CCD3
60014017001046,CCD3
60014015001002,CCD3
60014017001047,CCD3
60014015001010,CCD3
60014015002005,CCD3
60014015001019,CCD3
60014017003079,CCD3
60014105001008,CCD3
60014022001018,CCD3
60014028002009,CCD3
60014022001022,CCD3
60014018001001,CCD3
60014014002021,CCD3
60014026001043,CCD3
60014025001019,CCD3
60014026001032,CCD3
60014014001001,CCD3
60014011003004,CCD3
60014014003038,CCD3
60014014003021,CCD3
60014011003012,CCD3
60014035012001,CCD3
60014013001001,CCD3
60014014002003,CCD3
60014014001000,CCD3
60014014002017,CCD3
60014016001027,CCD3
60014013001035,CCD3
60014014003011,CCD3
60014017001061,CCD3
60014017001058,CCD3
60014016002015,CCD3
60014024001018,CCD3
60014105001027,CCD3
60014016001021,CCD3
60014016002007,CCD3
60014016001002,CCD3
60014017003033,CCD3
60014034001018,CCD3
60014100002024,CCD7
60014098001016,CCD7
60014098003003,CCD7
60014099002006,CCD7
60014098002017,CCD7
60014103001010,CCD7
60014096005008,CCD7
60014095003004,CCD7
60014094003010,CCD7
60014094003009,CCD7
60014090001036,CCD7
60014090001032,CCD7
60014093004001,CCD7
60014321003029,CCD7
60014328001009,CCD7
60014099002011,CCD7
60014101001013,CCD7
60014104001008,CCD7
60014102002002,CCD7
60014102002014,CCD7
60014104002004,CCD7
60014102003002,CCD7
60014099002010,CCD7
60014099002004,CCD7
60014094003011,CCD7
60014094003002,CCD7
60014091001003,CCD7
60014091002004,CCD7
60014094002029,CCD7
60014094002028,CCD7
60014093003007,CCD7
60014099001013,CCD7
60014093002001,CCD7
60014091001004,CCD7
