STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,LONGITUDE,LATITUDE
36,085,012806,4007,360850128064007,Block 4007,G5040,,,S,      16611,          0,+40.5604971,-074.1052721,                  -74.1052721000,                   40.5604971000
36,085,012804,2001,360850128042001,Block 2001,G5040,,,S,      24489,          0,+40.5651020,-074.1002738,                  -74.1002738000,                   40.5651020000
36,085,013204,1013,360850132041013,Block 1013,G5040,,,S,       4961,          0,+40.5599809,-074.1223973,                  -74.1223973000,                   40.5599809000
36,085,012804,2002,360850128042002,Block 2002,G5040,,,S,       9115,          0,+40.5644615,-074.0991610,                  -74.0991610000,                   40.5644615000
36,085,011202,3025,360850112023025,Block 3025,G5040,,,S,      10811,          0,+40.5708949,-074.0942895,                  -74.0942895000,                   40.5708949000
36,085,011202,3005,360850112023005,Block 3005,G5040,,,S,      10385,          0,+40.5733634,-074.0919682,                  -74.0919682000,                   40.5733634000
36,085,011202,3008,360850112023008,Block 3008,G5040,,,S,      10403,          0,+40.5729579,-074.0912468,                  -74.0912468000,                   40.5729579000
36,085,011202,3026,360850112023026,Block 3026,G5040,,,S,      10856,          0,+40.5704983,-074.0935550,                  -74.0935550000,                   40.5704983000
36,085,013204,3024,360850132043024,Block 3024,G5040,,,S,      30728,          0,+40.5569274,-074.1374572,                  -74.1374572000,                   40.5569274000
36,085,013800,2008,360850138002008,Block 2008,G5040,,,S,      13350,          0,+40.5721690,-074.1334713,                  -74.1334713000,                   40.5721690000
36,085,013800,2009,360850138002009,Block 2009,G5040,,,S,       8855,          0,+40.5723850,-074.1318608,                  -74.1318608000,                   40.5723850000
36,085,011202,3010,360850112023010,Block 3010,G5040,,,S,       5843,          0,+40.5723967,-074.0894468,                  -74.0894468000,                   40.5723967000
36,085,014606,2014,360850146062014,Block 2014,G5040,,,S,      34673,          0,+40.5536738,-074.1435485,                  -74.1435485000,                   40.5536738000
36,085,011202,3012,360850112023012,Block 3012,G5040,,,S,      14520,          0,+40.5715928,-074.0901863,                  -74.0901863000,                   40.5715928000
36,085,007000,1026,360850070001026,Block 1026,G5040,,,S,      11601,          0,+40.5883587,-074.0723920,                  -74.0723920000,                   40.5883587000
36,085,011201,2036,360850112012036,Block 2036,G5040,,,S,      28729,          0,+40.5740364,-074.0874294,                  -74.0874294000,                   40.5740364000
36,085,007000,1004,360850070001004,Block 1004,G5040,,,S,      64185,          0,+40.5823225,-074.0739968,                  -74.0739968000,                   40.5823225000
36,085,015601,6010,360850156016010,Block 6010,G5040,,,S,      16710,          0,+40.5430782,-074.1576497,                  -74.1576497000,                   40.5430782000
36,085,015601,1003,360850156011003,Block 1003,G5040,,,S,       8689,          0,+40.5471712,-074.1538294,                  -74.1538294000,                   40.5471712000
36,085,015601,5006,360850156015006,Block 5006,G5040,,,S,       1565,          0,+40.5387173,-074.1585095,                  -74.1585095000,                   40.5387173000
36,085,015601,1002,360850156011002,Block 1002,G5040,,,S,     113026,          0,+40.5467652,-074.1558001,                  -74.1558001000,                   40.5467652000
36,085,015601,5005,360850156015005,Block 5005,G5040,,,S,      60794,          0,+40.5382257,-074.1574432,                  -74.1574432000,                   40.5382257000
36,085,015601,5011,360850156015011,Block 5011,G5040,,,S,      12141,          0,+40.5396138,-074.1564800,                  -74.1564800000,                   40.5396138000
36,085,015601,4012,360850156014012,Block 4012,G5040,,,S,       9719,          0,+40.5359560,-074.1561926,                  -74.1561926000,                   40.5359560000
36,085,015601,1007,360850156011007,Block 1007,G5040,,,S,      16696,          0,+40.5455591,-074.1533416,                  -74.1533416000,                   40.5455591000
36,085,015601,1000,360850156011000,Block 1000,G5040,,,S,      68834,          0,+40.5474271,-074.1507033,                  -74.1507033000,                   40.5474271000
36,085,015601,4005,360850156014005,Block 4005,G5040,,,S,      15934,          0,+40.5363054,-074.1533453,                  -74.1533453000,                   40.5363054000
36,085,015601,4009,360850156014009,Block 4009,G5040,,,S,      17412,          0,+40.5379543,-074.1512770,                  -74.1512770000,                   40.5379543000
36,085,015603,2007,360850156032007,Block 2007,G5040,,,S,      20644,          0,+40.5362256,-074.1494207,                  -74.1494207000,                   40.5362256000
36,085,013203,3014,360850132033014,Block 3014,G5040,,,S,      30112,          0,+40.5483019,-074.1479289,                  -74.1479289000,                   40.5483019000
36,085,014604,2009,360850146042009,Block 2009,G5040,,,S,      12698,          0,+40.5513851,-074.1513714,                  -74.1513714000,                   40.5513851000
36,085,013203,3013,360850132033013,Block 3013,G5040,,,S,      39315,          0,+40.5480172,-074.1493886,                  -74.1493886000,                   40.5480172000
36,085,015603,2013,360850156032013,Block 2013,G5040,,,S,       5150,          0,+40.5349141,-074.1485288,                  -74.1485288000,                   40.5349141000
36,085,015603,3004,360850156033004,Block 3004,G5040,,,S,      15032,          0,+40.5455763,-074.1409355,                  -74.1409355000,                   40.5455763000
36,085,005000,1003,360850050001003,Block 1003,G5040,,,S,      12849,          0,+40.6048809,-074.0900342,                  -74.0900342000,                   40.6048809000
36,085,005000,2007,360850050002007,Block 2007,G5040,,,S,      16574,          0,+40.6063319,-074.0891696,                  -74.0891696000,                   40.6063319000
36,085,018100,2019,360850181002019,Block 2019,G5040,,,S,      15293,          0,+40.5782204,-074.1193081,                  -74.1193081000,                   40.5782204000
36,085,018100,2007,360850181002007,Block 2007,G5040,,,S,       7484,          0,+40.5993878,-074.1172492,                  -74.1172492000,                   40.5993878000
36,085,018100,2018,360850181002018,Block 2018,G5040,,,S,      14923,          0,+40.5789423,-074.1195544,                  -74.1195544000,                   40.5789423000
36,085,012200,4007,360850122004007,Block 4007,G5040,,,S,       6290,          0,+40.5785294,-074.1104511,                  -74.1104511000,                   40.5785294000
36,085,012200,1011,360850122001011,Block 1011,G5040,,,S,      16000,          0,+40.5751021,-074.1096820,                  -74.1096820000,                   40.5751021000
36,085,013400,3011,360850134003011,Block 3011,G5040,,,S,      12215,          0,+40.5691177,-074.1209034,                  -74.1209034000,                   40.5691177000
36,085,013400,3016,360850134003016,Block 3016,G5040,,,S,      12618,          0,+40.5688553,-074.1189261,                  -74.1189261000,                   40.5688553000
36,085,005000,3000,360850050003000,Block 3000,G5040,,,S,       8966,          0,+40.6059659,-074.0793390,                  -74.0793390000,                   40.6059659000
36,085,002002,1006,360850020021006,Block 1006,G5040,,,S,      16232,          0,+40.6046345,-074.0754632,                  -74.0754632000,                   40.6046345000
36,085,006400,1006,360850064001006,Block 1006,G5040,,,S,      12680,          0,+40.6002773,-074.0759564,                  -74.0759564000,                   40.6002773000
36,085,002002,1019,360850020021019,Block 1019,G5040,,,S,      11963,          0,+40.6023845,-074.0710406,                  -74.0710406000,                   40.6023845000
36,085,015603,2019,360850156032019,Block 2019,G5040,,,S,       6484,          0,+40.5369059,-074.1465212,                  -74.1465212000,                   40.5369059000
36,085,015603,2016,360850156032016,Block 2016,G5040,,,S,      24220,          0,+40.5362220,-074.1453440,                  -74.1453440000,                   40.5362220000
36,085,012806,1012,360850128061012,Block 1012,G5040,,,S,       9544,          0,+40.5588475,-074.1139607,                  -74.1139607000,                   40.5588475000
36,085,015603,1008,360850156031008,Block 1008,G5040,,,S,       6854,          0,+40.5336909,-074.1502515,                  -74.1502515000,                   40.5336909000
36,085,027900,1010,360850279001010,Block 1010,G5040,,,S,      11384,          0,+40.5757019,-074.1424093,                  -74.1424093000,                   40.5757019000
36,085,015603,0001,360850156030001,Block 0001,G5040,,,S,          0,     503418,+40.5408748,-074.1388860,                  -74.1388860000,                   40.5408748000
36,085,014604,4004,360850146044004,Block 4004,G5040,,,S,      33354,          0,+40.5470427,-074.1654707,                  -74.1654707000,                   40.5470427000
36,085,011201,2026,360850112012026,Block 2026,G5040,,,S,      52305,          0,+40.5737033,-074.0834110,                  -74.0834110000,                   40.5737033000
36,085,009601,2006,360850096012006,Block 2006,G5040,,,S,       8026,          0,+40.5965317,-074.0934196,                  -74.0934196000,                   40.5965317000
36,085,009602,3002,360850096023002,Block 3002,G5040,,,S,      17665,          0,+40.5936743,-074.0979999,                  -74.0979999000,                   40.5936743000
36,085,009602,2005,360850096022005,Block 2005,G5040,,,S,      17144,          0,+40.5900457,-074.0997866,                  -74.0997866000,                   40.5900457000
36,085,011401,2004,360850114012004,Block 2004,G5040,,,S,      59961,          0,+40.5871843,-074.1019494,                  -74.1019494000,                   40.5871843000
36,085,009602,2006,360850096022006,Block 2006,G5040,,,S,      14247,          0,+40.5889975,-074.0977624,                  -74.0977624000,                   40.5889975000
36,085,009602,3012,360850096023012,Block 3012,G5040,,,S,      27569,          0,+40.5907029,-074.0958643,                  -74.0958643000,                   40.5907029000
36,085,018100,3017,360850181003017,Block 3017,G5040,,,S,      28571,          0,+40.5864869,-074.1091112,                  -74.1091112000,                   40.5864869000
36,085,012200,4012,360850122004012,Block 4012,G5040,,,S,      14550,          0,+40.5771515,-074.1102187,                  -74.1102187000,                   40.5771515000
36,085,011402,2000,360850114022000,Block 2000,G5040,,,S,      13316,          0,+40.5804981,-074.1061651,                  -74.1061651000,                   40.5804981000
36,085,012200,1004,360850122001004,Block 1004,G5040,,,S,      15182,          0,+40.5763666,-074.1047711,                  -74.1047711000,                   40.5763666000
36,085,011202,1011,360850112021011,Block 1011,G5040,,,S,      17548,          0,+40.5757618,-074.1034046,                  -74.1034046000,                   40.5757618000
36,085,011401,2016,360850114012016,Block 2016,G5040,,,S,      23725,          0,+40.5859292,-074.1029876,                  -74.1029876000,                   40.5859292000
36,085,011402,1001,360850114021001,Block 1001,G5040,,,S,      17752,          0,+40.5826003,-074.1025261,                  -74.1025261000,                   40.5826003000
36,085,011402,1003,360850114021003,Block 1003,G5040,,,S,       9897,          0,+40.5819654,-074.1034026,                  -74.1034026000,                   40.5819654000
36,085,011202,1009,360850112021009,Block 1009,G5040,,,S,      15488,          0,+40.5767201,-074.0972751,                  -74.0972751000,                   40.5767201000
36,085,017700,2021,360850177002021,Block 2021,G5040,,,S,       7984,          0,+40.5979075,-074.0935390,                  -74.0935390000,                   40.5979075000
36,085,009601,2011,360850096012011,Block 2011,G5040,,,S,       7490,          0,+40.5939585,-074.0917787,                  -74.0917787000,                   40.5939585000
36,085,009602,3006,360850096023006,Block 3006,G5040,,,S,      14204,          0,+40.5926151,-074.0959621,                  -74.0959621000,                   40.5926151000
36,085,009602,3008,360850096023008,Block 3008,G5040,,,S,      13983,          0,+40.5937429,-074.0949233,                  -74.0949233000,                   40.5937429000
36,085,009602,1011,360850096021011,Block 1011,G5040,,,S,      13216,          0,+40.5911368,-074.0947147,                  -74.0947147000,                   40.5911368000
36,085,009602,2010,360850096022010,Block 2010,G5040,,,S,      12721,          0,+40.5887510,-074.0941012,                  -74.0941012000,                   40.5887510000
36,085,013800,4010,360850138004010,Block 4010,G5040,,,S,      11793,          0,+40.5695886,-074.1252358,                  -74.1252358000,                   40.5695886000
36,085,007000,1002,360850070001002,Block 1002,G5040,,,S,     109035,          0,+40.5867944,-074.0672638,                  -74.0672638000,                   40.5867944000
36,085,014604,1012,360850146041012,Block 1012,G5040,,,S,       2015,          0,+40.5525631,-074.1546206,                  -74.1546206000,                   40.5525631000
36,085,005000,2000,360850050002000,Block 2000,G5040,,,S,      10224,          0,+40.6065923,-074.0850176,                  -74.0850176000,                   40.6065923000
36,085,014604,3010,360850146043010,Block 3010,G5040,,,S,      18315,          0,+40.5499469,-074.1640760,                  -74.1640760000,                   40.5499469000
36,085,005000,2015,360850050002015,Block 2015,G5040,,,S,       4474,          0,+40.6060813,-074.0839097,                  -74.0839097000,                   40.6060813000
36,085,018100,2010,360850181002010,Block 2010,G5040,,,S,      10985,          0,+40.5993575,-074.1186456,                  -74.1186456000,                   40.5993575000
36,085,017700,2020,360850177002020,Block 2020,G5040,,,S,      19389,          0,+40.5988520,-074.0937000,                  -74.0937000000,                   40.5988520000
36,085,012200,3011,360850122003011,Block 3011,G5040,,,S,       8970,          0,+40.5760591,-074.1182079,                  -74.1182079000,                   40.5760591000
36,085,013400,1001,360850134001001,Block 1001,G5040,,,S,       9620,          0,+40.5751602,-074.1198444,                  -74.1198444000,                   40.5751602000
36,085,012200,3009,360850122003009,Block 3009,G5040,,,S,      10665,          0,+40.5748060,-074.1172484,                  -74.1172484000,                   40.5748060000
36,085,012200,3012,360850122003012,Block 3012,G5040,,,S,       8811,          0,+40.5765841,-074.1176788,                  -74.1176788000,                   40.5765841000
36,085,014608,2000,360850146082000,Block 2000,G5040,,,S,       8906,          0,+40.5588323,-074.1542389,                  -74.1542389000,                   40.5588323000
36,085,015603,2015,360850156032015,Block 2015,G5040,,,S,      18275,          0,+40.5356207,-074.1461912,                  -74.1461912000,                   40.5356207000
36,085,015603,3012,360850156033012,Block 3012,G5040,,,S,      32104,          0,+40.5413182,-074.1432259,                  -74.1432259000,                   40.5413182000
36,085,005000,3005,360850050003005,Block 3005,G5040,,,S,          0,      25799,+40.6048452,-074.0802858,                  -74.0802858000,                   40.6048452000
36,085,013201,1000,360850132011000,Block 1000,G5040,,,S,      81855,          0,+40.5669743,-074.1263136,                  -74.1263136000,                   40.5669743000
36,085,011402,3011,360850114023011,Block 3011,G5040,,,S,       3060,          0,+40.5809549,-074.1069873,                  -74.1069873000,                   40.5809549000
36,085,011402,3012,360850114023012,Block 3012,G5040,,,S,       9078,          0,+40.5827358,-074.1046779,                  -74.1046779000,                   40.5827358000
36,085,012200,4011,360850122004011,Block 4011,G5040,,,S,      14219,          0,+40.5776747,-074.1095657,                  -74.1095657000,                   40.5776747000
36,085,012200,1002,360850122001002,Block 1002,G5040,,,S,      13814,          0,+40.5772939,-074.1072211,                  -74.1072211000,                   40.5772939000
36,085,012200,1005,360850122001005,Block 1005,G5040,,,S,      18368,          0,+40.5757723,-074.1058950,                  -74.1058950000,                   40.5757723000
36,085,011402,2006,360850114022006,Block 2006,G5040,,,S,      14623,          0,+40.5780560,-074.1045992,                  -74.1045992000,                   40.5780560000
36,085,011201,2004,360850112012004,Block 2004,G5040,,,S,      17884,          0,+40.5792138,-074.0947181,                  -74.0947181000,                   40.5792138000
36,085,011202,1000,360850112021000,Block 1000,G5040,,,S,       8617,          0,+40.5791501,-074.1002040,                  -74.1002040000,                   40.5791501000
36,085,009601,2005,360850096012005,Block 2005,G5040,,,S,      15629,          0,+40.5961255,-074.0923231,                  -74.0923231000,                   40.5961255000
36,085,012805,1028,360850128051028,Block 1028,G5040,,,S,      14854,          0,+40.5565943,-074.1240096,                  -74.1240096000,                   40.5565943000
36,085,013204,1015,360850132041015,Block 1015,G5040,,,S,      21781,          0,+40.5603802,-074.1255322,                  -74.1255322000,                   40.5603802000
36,085,013800,4009,360850138004009,Block 4009,G5040,,,S,      13242,          0,+40.5701180,-074.1245863,                  -74.1245863000,                   40.5701180000
36,085,013800,5000,360850138005000,Block 5000,G5040,,,S,      32006,          0,+40.5751042,-074.1233997,                  -74.1233997000,                   40.5751042000
36,085,017700,3010,360850177003010,Block 3010,G5040,,,S,      39562,          0,+40.6007479,-074.0992625,                  -74.0992625000,                   40.6007479000
36,085,014604,4001,360850146044001,Block 4001,G5040,,,S,      18375,          0,+40.5481386,-074.1614516,                  -74.1614516000,                   40.5481386000
36,085,014607,1005,360850146071005,Block 1005,G5040,,,S,      19307,          0,+40.5583840,-074.1669095,                  -74.1669095000,                   40.5583840000
36,085,015603,3013,360850156033013,Block 3013,G5040,,,S,      41773,          0,+40.5404700,-074.1420275,                  -74.1420275000,                   40.5404700000
36,085,014605,2023,360850146052023,Block 2023,G5040,,,S,      12080,          0,+40.5534010,-074.1479654,                  -74.1479654000,                   40.5534010000
36,085,017300,1001,360850173001001,Block 1001,G5040,,,S,      10093,          0,+40.6077778,-074.1174864,                  -74.1174864000,                   40.6077778000
36,085,009602,1015,360850096021015,Block 1015,G5040,,,S,      16405,          0,+40.5893927,-074.0933754,                  -74.0933754000,                   40.5893927000
36,085,013800,4001,360850138004001,Block 4001,G5040,,,S,      15346,          0,+40.5730405,-074.1288705,                  -74.1288705000,                   40.5730405000
36,085,015603,1006,360850156031006,Block 1006,G5040,,,S,       5489,          0,+40.5328480,-074.1511007,                  -74.1511007000,                   40.5328480000
36,085,014604,3005,360850146043005,Block 3005,G5040,,,S,      38844,          0,+40.5517727,-074.1669061,                  -74.1669061000,                   40.5517727000
36,085,013800,5002,360850138005002,Block 5002,G5040,,,S,       9895,          0,+40.5758408,-074.1266960,                  -74.1266960000,                   40.5758408000
36,085,027900,1003,360850279001003,Block 1003,G5040,,,S,      31534,          0,+40.5795242,-074.1334418,                  -74.1334418000,                   40.5795242000
36,085,027900,2002,360850279002002,Block 2002,G5040,,,S,     253045,          0,+40.5784621,-074.1317158,                  -74.1317158000,                   40.5784621000
36,085,013800,5005,360850138005005,Block 5005,G5040,,,S,      11020,          0,+40.5736392,-074.1253081,                  -74.1253081000,                   40.5736392000
36,085,013800,2006,360850138002006,Block 2006,G5040,,,S,      13438,          0,+40.5707652,-074.1332283,                  -74.1332283000,                   40.5707652000
36,085,013204,3008,360850132043008,Block 3008,G5040,,,S,      14880,          0,+40.5619714,-074.1323989,                  -74.1323989000,                   40.5619714000
36,085,013800,3010,360850138003010,Block 3010,G5040,,,S,      12435,          0,+40.5684659,-074.1271331,                  -74.1271331000,                   40.5684659000
36,085,013800,3016,360850138003016,Block 3016,G5040,,,S,       6279,          0,+40.5655324,-074.1302726,                  -74.1302726000,                   40.5655324000
36,085,013204,2022,360850132042022,Block 2022,G5040,,,S,      15229,          0,+40.5571703,-074.1349314,                  -74.1349314000,                   40.5571703000
36,085,013204,2031,360850132042031,Block 2031,G5040,,,S,      12562,          0,+40.5560505,-074.1356876,                  -74.1356876000,                   40.5560505000
36,085,013204,2019,360850132042019,Block 2019,G5040,,,S,       7787,          0,+40.5581901,-074.1337290,                  -74.1337290000,                   40.5581901000
36,085,013204,2006,360850132042006,Block 2006,G5040,,,S,       8378,          0,+40.5585161,-074.1322174,                  -74.1322174000,                   40.5585161000
36,085,013204,2030,360850132042030,Block 2030,G5040,,,S,      11646,          0,+40.5550632,-074.1344577,                  -74.1344577000,                   40.5550632000
36,085,015603,3014,360850156033014,Block 3014,G5040,,,S,      13973,          0,+40.5445428,-074.1399527,                  -74.1399527000,                   40.5445428000
36,085,013400,3005,360850134003005,Block 3005,G5040,,,S,      12867,          0,+40.5712840,-074.1182876,                  -74.1182876000,                   40.5712840000
36,085,012806,2001,360850128062001,Block 2001,G5040,,,S,      23242,          0,+40.5617487,-074.1167771,                  -74.1167771000,                   40.5617487000
36,085,012200,2002,360850122002002,Block 2002,G5040,,,S,      17649,          0,+40.5745271,-074.1133872,                  -74.1133872000,                   40.5745271000
36,085,012200,2007,360850122002007,Block 2007,G5040,,,S,      15061,          0,+40.5734186,-074.1112975,                  -74.1112975000,                   40.5734186000
36,085,013400,2001,360850134002001,Block 2001,G5040,,,S,      16699,          0,+40.5690229,-074.1127860,                  -74.1127860000,                   40.5690229000
36,085,013400,1020,360850134001020,Block 1020,G5040,,,S,      17906,          0,+40.5707561,-074.1111221,                  -74.1111221000,                   40.5707561000
36,085,012806,2002,360850128062002,Block 2002,G5040,,,S,      13646,          0,+40.5623628,-074.1152469,                  -74.1152469000,                   40.5623628000
36,085,013204,1012,360850132041012,Block 1012,G5040,,,S,       3356,          0,+40.5596609,-074.1218013,                  -74.1218013000,                   40.5596609000
36,085,013201,2013,360850132012013,Block 2013,G5040,,,S,      10101,          0,+40.5615294,-074.1207331,                  -74.1207331000,                   40.5615294000
36,085,013204,1011,360850132041011,Block 1011,G5040,,,S,      10342,          0,+40.5602118,-074.1209250,                  -74.1209250000,                   40.5602118000
36,085,001800,1038,360850018001038,Block 1038,G5040,,,S,      38087,          0,+40.5978079,-074.0599753,                  -74.0599753000,                   40.5978079000
36,085,014606,2012,360850146062012,Block 2012,G5040,,,S,       7000,          0,+40.5552041,-074.1410443,                  -74.1410443000,                   40.5552041000
36,085,012806,1013,360850128061013,Block 1013,G5040,,,S,       3349,          0,+40.5582464,-074.1135704,                  -74.1135704000,                   40.5582464000
36,085,007400,1011,360850074001011,Block 1011,G5040,,,S,      13468,          0,+40.5919834,-074.0673598,                  -74.0673598000,                   40.5919834000
36,085,007000,4015,360850070004015,Block 4015,G5040,,,S,       5732,          0,+40.5896949,-074.0757012,                  -74.0757012000,                   40.5896949000
36,085,007000,3017,360850070003017,Block 3017,G5040,,,S,      23421,          0,+40.5912436,-074.0720317,                  -74.0720317000,                   40.5912436000
36,085,014606,3002,360850146063002,Block 3002,G5040,,,S,       1470,          0,+40.5640686,-074.1443843,                  -74.1443843000,                   40.5640686000
36,085,012806,4017,360850128064017,Block 4017,G5040,,,S,      12786,          0,+40.5602882,-074.1086359,                  -74.1086359000,                   40.5602882000
36,085,027900,2010,360850279002010,Block 2010,G5040,,,S,      33791,          0,+40.5752753,-074.1392737,                  -74.1392737000,                   40.5752753000
36,085,013204,1000,360850132041000,Block 1000,G5040,,,S,      18719,          0,+40.5630048,-074.1284563,                  -74.1284563000,                   40.5630048000
